kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
backup,10,I017,경쟁사_해외이슈,4,1823,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아 네이버에 1 5조 투자 ai팩토리 동맹 굳혔다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"엔비디아, 네이버에 1.5조 투자…AI팩토리 동맹 굳혔다"
backup,11,I018,경쟁사_해외이슈,4,1866,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 14 7조 확보 엔비디아와 ai 팩토리 구축,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 14.7조 확보…엔비디아와 AI 팩토리 구축"
backup,12,I019,경쟁사_해외이슈,4,1845,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아가 3대 주주로 증권가 네이버 ai 팩토리 수혜 기대,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"엔비디아가 3대 주주로…증권가 ""네이버, AI 팩토리 수혜 기대"""
backup,13,I020,경쟁사_해외이슈,4,1802,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 엔비디아 손잡고 14 7조 ai 승부수 각 세종서 글로벌 ai 팩토리 띄운다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 엔비디아 손잡고 14.7조 AI 승부수… ‘각 세종’서 글로벌 AI 팩토리 띄운다"
backup,14,I021,경쟁사_해외이슈,4,1785,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아 네이버에 10억 달러 유증 글로벌 ai팩토리 구축 추진,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"엔비디아, 네이버에 10억 달러 유증…“글로벌 AI팩토리 구축 추진”"
backup,15,I022,경쟁사_해외이슈,4,1868,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 엔비디아와 10억달러 투자 계약 ai 팩토리 파트너십 강화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 엔비디아와 10억달러 투자 계약…AI 팩토리 파트너십 강화"
backup,16,I023,경쟁사_해외이슈,4,1761,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:글로벌 빅테크 손잡은 국내 ai dc 네이버 엔비디아 한국 전진기지,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"글로벌 빅테크 손잡은 국내 AI DC…""네이버, 엔비디아 한국 전진기지"""
backup,17,I024,경쟁사_해외이슈,4,1860,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아 네이버 3대 주주 오른다 ai 팩토리 구축 본격화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"엔비디아, 네이버 3대 주주 오른다···AI 팩토리 구축 본격화"
backup,18,I025,경쟁사_해외이슈,4,1832,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아 네이버에 1 48조 투자 3대 주주 올라 ai 팩토리 챙긴다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"엔비디아, 네이버에 1.48조 투자…3대 주주 올라 AI 팩토리 챙긴다"
backup,19,I026,경쟁사_해외이슈,4,1766,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 엔비디아에 1 48조원 유증 ai 팩토리 협력 본격화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 엔비디아에 1.48조원 유증…""AI 팩토리 협력 본격화"""
backup,20,I027,경쟁사_해외이슈,4,1857,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아 네이버 주주 된다 주도 글로벌 ai 팩토리 구축 첫발,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"엔비디아, 네이버 주주 된다... 韓 주도 글로벌 AI 팩토리 구축 첫발"
backup,21,I028,경쟁사_해외이슈,4,1876,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 엔비디아 1 5조 투자 유치 글로벌 ai 팩토리 구축,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 엔비디아 1.5조 투자 유치…글로벌 ‘AI 팩토리’ 구축"
backup,22,I029,경쟁사_해외이슈,4,1747,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 엔비디아 브룩필드서 100억 달러 확보 ai팩토리 실탄 채웠다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 엔비디아·브룩필드서 100억 달러 확보…AI팩토리 ‘실탄’ 채웠다"
backup,23,I030,경쟁사_해외이슈,4,1852,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 엔비디아 빅샷 네이버 ai팩토리 로드맵 그려진다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,[네이버 & 엔비디아 빅샷③] 네이버 AI팩토리 로드맵 그려진다
backup,24,I031,경쟁사_해외이슈,4,1749,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아 네이버 주주 된다 10억불 투자하고 ai 팩토리 혈맹,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,엔비디아 '네이버 주주' 된다...10억불 투자하고 'AI 팩토리' 혈맹
backup,25,I032,경쟁사_해외이슈,4,1817,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 엔비디아 브룩필드 국가 ai 팩토리 200mw 확대 추진한다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버·엔비디아·브룩필드, 국가 AI 팩토리 200MW 확대 추진한다"
backup,26,I033,경쟁사_해외이슈,4,1783,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 엔비디아 브룩필드로부터 100억달러 ai 투자 유치,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 엔비디아-브룩필드로부터 100억달러 AI 투자 유치"
backup,27,I034,경쟁사_해외이슈,4,1771,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 주주된 엔비디아 1 5조원 ai 팩토리 동맹,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버 주주된 엔비디아, 1.5조원 ‘AI 팩토리’ 동맹"
backup,28,I035,경쟁사_해외이슈,4,1844,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아가 1 5조 투자 네이버 ai 팩토리 운영사 전환하나,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"엔비디아가 1.5조 투자…네이버, ‘AI 팩토리 운영사’ 전환하나"
backup,29,I036,경쟁사_해외이슈,4,1826,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 100억달러 유치 글로벌 ai 팩토리 확장,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 100억달러 유치… 글로벌 AI 팩토리 확장"
backup,30,I037,경쟁사_해외이슈,4,1837,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아 네이버 3대주주로 ai 팩토리 베팅,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"엔비디아, 네이버 3대주주로…AI 팩토리 베팅"
