"date","issue_id","issue_group","issue_family","category","priority","top_title","top_url","selected","issue_hash","event_key","max_todayness","article_forms","source_version"
"2026.6.8","I092","AI 기반 에너지 이슈 분석·정보 검증 협력","AI 에너지 이슈","산업동향","1","","","True","ai 기반 에너지 분석 정보 검증 협력","","","",""
"2026.6.8","I096","새만금 AI·수소도시 추진","AI 수소도시","산업동향","1","","","True","새만금 ai 수소도시 추진","","","",""
"2026.6.9","I002","국가 AI 인프라/AIDC/GPU 정책","government_ai_core_policy","경쟁사_해외이슈","5","","","True","국가 ai 인프라 aidc gpu 정책","","","",""
"2026.6.9","I003","global_incident:platform_regulation:naver:platform_content_moderation_obligation","comp_domestic_direct_risk","경쟁사_해외이슈","4","","","True","global incident platform regulation naver platform content moderation obligation","","","",""
"2026.6.9","I004","global_incident:platform_regulation:platform_sector:platform_regulation","government_regulatory_enforcement","정부_국회","5","","","True","global incident platform regulation platform sector platform regulation","","","",""
"2026.6.9","I005","티빙·CU 개인정보 유출, 쿠팡 제재 수위 주목","개인정보 유출","정부_국회","1","","","True","티빙 cu 개인정보 유출 쿠팡 제재 수위 주목","","","",""
"2026.6.9","I018","배민 1:1 맞춤 컨설팅 효과","플랫폼 사업자 성장 지원","경쟁사_해외이슈","3","","","True","배민 1 1 맞춤 컨설팅 효과","","","",""
"2026.6.9","I030","K-로봇, 피지컬 AI 시대 글로벌 격전지 부상","AI 기술","산업동향","2","","","True","k 로봇 피지컬 ai 시대 글로벌 격전지 부상","","","",""
"2026.6.9","I036","중국, 온라인 제품평가 규제 강화","플랫폼 규제_표시/광고","정부_국회","2","","","True","중국 온라인 제품평가 규제 강화","","","",""
"2026.6.9","I041","스테이블코인 감독권 갈등에 막힌 '디지털 자산 기본법'","디지털 자산/스테이블코인 규제","정부_국회","2","","","True","스테이블코인 감독권 갈등에 막힌 디지털 자산 기본법","","","",""
"2026.6.9","I043","카카오 노조 임단협/파업 및 내부 갈등","노사갈등","자사_및_계열사_이슈","3","","","True","카카오 노조 임단협 파업 및 내부 갈등","","","",""
"2026.6.9","I049","카카오 준신위, AI 기본법 대응 워크숍 개최","AI 법제화","자사_및_계열사_이슈","2","","","True","카카오 준신위 ai 기본법 대응 워크숍 개최","","","",""
"2026.6.9","I053","애큐온캐피탈 인수전 및 카카오뱅크 진출","인수합병","자사_및_계열사_이슈","2","","","True","애큐온캐피탈 인수전 및 카카오뱅크 진출","","","",""
"2026.6.9","I074","오픈AI IPO 추진","오픈AI","경쟁사_해외이슈","2","","","True","오픈ai ipo 추진","","","",""
"2026.6.9","I077","카카오 실적 대비 주가 부진","카카오톡_경영/실적","자사_및_계열사_이슈","1","","","True","카카오 실적 대비 주가 부진","","","",""
"2026-06-10","I001","카카오 노조 임단협/파업 및 내부 갈등","노조_파업","자사_및_계열사_이슈","5","","","True","카카오 노조 임단협 파업 및 내부 갈등","global_incident:labor_ir:kakao:strike_negotiation","59.0","analysis_with_direct_risk,direct_risk","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I004","government_ai_core_policy:과기정통부 ai 미래 유니콘 기업 에 리벨리온 등 15개사 선정","government_ai_core_policy","정부_국회","5","","","True","government ai core policy 과기정통부 ai 미래 유니콘 기업 에 리벨리온 등 15개사 선정","event:과기정통부:ai_infrastructure_security","24.0","business_change","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I005","government_ai_core_policy:과기정통부 방미통위 ai ott 협력 강화 데이터 공유 나선다","government_ai_core_policy","정부_국회","5","","","True","government ai core policy 과기정통부 방미통위 ai ott 협력 강화 데이터 공유 나선다","event:과기정통부+방미통위:ai_infrastructure_security","24.0","business_change","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I006","LG·현대차·네이버 AI 보안 스타트업 투자","AI 보안 스타트업 투자","경쟁사_해외이슈","4","","","True","lg 현대차 네이버 ai 보안 스타트업 투자","global_incident:ai_security_policy:naver:ai_security_policy","24.0","direct_risk","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I007","government_regulatory_enforcement:금감원 사회공헌 광고 집행 현장조사 착수 우리금융 첫 타자","government_regulatory_enforcement","정부_국회","5","","","True","government regulatory enforcement 금감원 사회공헌 광고 집행 현장조사 착수 우리금융 첫 타자","event:금감원:legal_regulatory_enforcement","29.0","official_action","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I008","global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation","government_regulatory_enforcement","정부_국회","5","","","True","global incident platform regulation fair trade authority platform algorithm ad obligation","global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation","14.0","official_action","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I009","네이버 클립 수익화 정책 강화","숏폼 경쟁","경쟁사_해외이슈","4","","","True","네이버 클립 수익화 정책 강화","global_incident:platform_regulation:naver:platform_content_moderation_obligation","24.0","general","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I011","대형마트 주말 의무휴업 규제 관련 발언","플랫폼 규제 및 경쟁","경쟁사_해외이슈","4","","","True","대형마트 주말 의무휴업 규제 발언","global_incident:platform_regulation:coupang:platform_operator_obligation","24.0","general","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I012","국가 AI 인프라/AIDC/GPU 정책","AI 데이터센터 구축","산업동향","4","","","True","국가 ai 인프라 aidc gpu 정책","global_incident:platform_regulation:kt:platform_data_protection_obligation","24.0","business_change","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I016","금융감독원, 토스 중복출금 오류 재발 방지책 제출 요구","토스 오류","정부_국회","2","","","True","금융감독원 토스 중복출금 오류 재발 방지책 제출 요구","event:금감원+토스:legal_regulatory_enforcement+privacy_security_reliability","24.0","official_action","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I017","쿠팡 개인정보 유출 관련 개인정보보호위원회 제재","개인정보 유출 및 제재","경쟁사_해외이슈","1","","","True","쿠팡 개인정보 유출 개인정보보호위원회 제재","v27:platform_enforcement:coupang:privacy_data_violation","42.0","official_action","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I022","피지컬 AI 핵심 기술 국산화 선도사업","AI 핵심 기술 국산화","정부_국회","2","","","True","피지컬 ai 핵심 기술 국산화 선도사업","event:과기정통부:ai_infrastructure_security","24.0","business_change","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I033","앤트로픽, 오픈AI 대비 매출·수익성 우위","AI 기업 경쟁 및 투자","경쟁사_해외이슈","2","","","True","앤트로픽 오픈ai 대비 매출 수익성 우위","global_incident:ai_security_policy:openai:anthropic_glasswing_security","24.0","analysis_with_direct_risk","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","I037","쿠팡 기만 광고 제재","플랫폼 규제","정부_국회","1","","","True","쿠팡 기만 광고 제재","v27:platform_enforcement:coupang:deceptive_membership_price_ad","24.0","official_action","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-12","I001","국가 AI 인프라/AIDC/GPU 정책","경쟁사 AI 전략","경쟁사_해외이슈","5","","","True","국가 ai 인프라 aidc gpu 정책","event:KT:ai_infrastructure_security+policy_legislation","24.0","analysis_feature,business_change,direct_risk,general","google_rss_v36_locked_categories_protected_candidates"
"2026-06-12","I004","네이버클라우드 국방 AI 전략","국내 기업 AI 전략 및 적용","경쟁사_해외이슈","3","","","True","네이버클라우드 국방 ai 전략","event:네이버:ai_infrastructure_security+policy_legislation","14.0","business_change","google_rss_v36_locked_categories_protected_candidates"
"2026-06-12","I031","오픈AI 챗GPT 요금 인하 검토 및 AI 경쟁 심화","AI 시장 경쟁","경쟁사_해외이슈","3","","","True","오픈ai 챗gpt 요금 인하 검토 및 ai 경쟁 심화","global_incident:ai_security_policy:openai:openai_security_access","24.0","business_change","google_rss_v36_locked_categories_protected_candidates"
"2026-06-12","I054","카카오게임즈 최대주주 변경 및 공동대표 체제","계열사_경영_투자","자사_및_계열사_이슈","2","","","True","카카오게임즈 최대주주 변경 및 공동대표 체제","global_incident:leadership_service:kakao:service_reform_backlash","24.0","direct_risk","google_rss_v36_locked_categories_protected_candidates"
"2026-06-12","I065","카카오페이 개인정보위 과징금 행정소송 1심 패소","self_legal_regulatory","정부_국회","1","","","True","카카오페이 개인정보위 과징금 행정소송 1심 패소","v27:platform_enforcement:kakao:privacy_data_violation","19.0","direct_risk,official_action","google_rss_v36_locked_categories_protected_candidates"
"2026-06-12","I081","과기정통부 AI·6G 보안 국제표준 개발 착수","AI 보안 표준","정부_국회","1","","","True","과기정통부 ai 6g 보안 국제표준 개발 착수","event:과기정통부:ai_infrastructure_security+phishing_security","24.0","direct_risk","google_rss_v36_locked_categories_protected_candidates"
"2026-06-12","I085","디지털자산기본법 하반기 논의 재개","디지털자산 정책","정부_국회","1","","","True","디지털자산기본법 하반기 논의 재개","global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy","14.0","general","google_rss_v36_locked_categories_protected_candidates"
"2026-06-13","I001","국가 AI 인프라/AIDC/GPU 정책","국내 AI 경쟁","경쟁사_해외이슈","4","","","True","국가 ai 인프라 aidc gpu 정책","event:LGU+:ai_infrastructure_security+aidc_datacenter","14.0","analysis_feature,business_change,direct_risk,general,market_commentary","google_rss_v38_1_issue_integrity_best_article_guard"
"2026-06-13","I003","네이버 인텔 CPU 동맹","네이버","경쟁사_해외이슈","3","","","True","네이버 인텔 cpu 동맹","","24.0","general","google_rss_v38_1_issue_integrity_best_article_guard"
"2026-06-13","I017","global_incident:platform_regulation:kakao:platform_regulation","self_privacy_security","자사_및_계열사_이슈","5","","","True","global incident platform regulation kakao platform regulation","privacy_security:tving:data_leak","24.0","direct_risk,general","google_rss_v38_1_issue_integrity_best_article_guard"
"2026-06-13","I024","카카오 노조 임단협/파업 및 내부 갈등","self_labor","자사_및_계열사_이슈","5","","","True","카카오 노조 임단협 파업 및 내부 갈등","global_incident:labor_ir:kakao:strike_negotiation","19.0","direct_risk,official_action","google_rss_v38_1_issue_integrity_best_article_guard"
"2026-06-13","I030","해외 AI 빅테크 IPO 및 시장 평가","오픈AI","경쟁사_해외이슈","3","","","True","해외 ai 빅테크 ipo 및 시장 평가","global_incident:ai_security_policy:openai:openai_security_access","24.0","business_change,direct_risk","google_rss_v38_1_issue_integrity_best_article_guard"
"2026-06-13","I033","아마존 위성 통신 분야 투자 (애플 연관)","아마존","경쟁사_해외이슈","3","","","True","아마존 위성 통신 분야 투자 애플 연관","global_incident:mna_capital:apple:mna_capital","24.0","direct_risk","google_rss_v38_1_issue_integrity_best_article_guard"
"2026-06-13","I053","government_ai_core_policy:조선시대 문헌부터 사투리까지 ai 성능 평가도 k 스타일 로 바뀐다 과기정통부 nia 연내 한국형 ai 독자","government_ai_core_policy","정부_국회","5","","","True","government ai core policy 조선시대 문헌부터 사투리까지 ai 성능 평가도 k 스타일 로 바뀐다 과기정통부 nia 연내 한국형 ai 독자","event:과기정통부:ai_infrastructure_security","14.0","business_change","google_rss_v38_1_issue_integrity_best_article_guard"
"2026-06-14","I008","한-이탈리아 AI 협력 확대 (네이버 참여)","국가 AI 전략/협력","경쟁사_해외이슈","3","","","True","한 이탈리아 ai 협력 확대 네이버 참여","event:네이버:ai_infrastructure_security","14.0","business_change","google_rss_v36_locked_categories_protected_candidates"
"2026-06-14","I020","메타플래닛 비트코인 금융사 전환","디지털자산 시장 동향","경쟁사_해외이슈","4","","","True","메타플래닛 비트코인 금융사 전환","global_incident:mna_capital:meta:mna_capital","14.0","direct_risk","google_rss_v36_locked_categories_protected_candidates"
"2026-06-14","I040","미국 정부, 앤트로픽 AI 모델 해외 접속 금지 및 수출 통제","AI 규제","경쟁사_해외이슈","1","","","True","미국 정부 앤트로픽 ai 모델 해외 접속 금지 및 수출 통제","global_incident:ai_security_policy:openai:anthropic_glasswing_security","29.0","business_change,direct_risk","google_rss_v36_locked_categories_protected_candidates"
"2026-06-14","I057","개인정보보호법 과징금 상향 (매출액 10%)","개인정보보호법 개정","정부_국회","1","","","True","개인정보보호법 과징금 상향 매출액 10","v27:platform_enforcement:coupang:privacy_data_violation","14.0","official_action","google_rss_v36_locked_categories_protected_candidates"
"2026-06-14","I129","카카오게임즈 최대주주 변경 및 공동대표 체제","자사 지배구조/인선","자사_및_계열사_이슈","2","","","True","카카오게임즈 최대주주 변경 및 공동대표 체제","global_incident:labor_ir:kakao:labor_ir","14.0","direct_risk,general","google_rss_v36_locked_categories_protected_candidates"
"2026-06-14","I180","comp_domestic_direct_risk:밤하늘을 가르는 하얀 타구의 실루엣 생생하게 듣는다 lgu+ 시각장애인과 야구 관람","comp_domestic_direct_risk","경쟁사_해외이슈","5","","","True","comp domestic direct risk 밤하늘을 가르는 하얀 타구의 실루엣 생생하게 듣는다 lgu 시각장애인과 야구 관람","event:LGU+:privacy_security_reliability","24.0","direct_risk","google_rss_v36_locked_categories_protected_candidates"
