issue_id,issue_group,issue_family,internal_category,primary_category,self_tier,gov_tier,competitor_tier,competitor_scope,issue_score,max_ceo_priority,max_pa_priority,max_relevance,article_count,top_article_id,candidate_article_ids,titles,sources,company_impact,label_reasons,is_pr,exclude
I011,쿠팡 와우회원가 기만광고 제재,기만 광고 제재,COMPETITOR_PLATFORM_RISK,정부_국회,DIRECT_RISK,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,222.0,2,1,1,10,2244,"2244,775,776,819,815,755,2263,709,669,792","'와우회원가 기만 광고' 쿠팡 과징금 5억원 | 쿠팡 ‘와우회원가’ 기만광고 제재…공정위, 정액 과징금 법정 최고액 5억 원 부과 | 공정위, 쿠팡 ‘와우회원가’ 기만광고 제재...과징금 5억원 부과 | 공정위, 쿠팡 '기만 광고' 과징금 5억 부과 | 공정위, 쿠팡㈜ ‘와우회원가’ 기만광고 제재",v.daum.net | the-news.co.kr | intn.co.kr | ebn.co.kr | intn.co.kr,쿠팡의 '기만 광고'에 대한 과징금 부과는 플랫폼 사업자의 광고 규제 준수 의무 및 소비자 기만 행위에 대한 정부의 엄격한 관리 의지를 보여줍니다.,"쿠팡의 '기만 광고'에 대한 공정위의 과징금 부과는 플랫폼 사업자의 광고 규제와 관련된 중요한 이슈이므로 'GOV_PLATFORM_OBLIGATION'으로 분류하고, 경쟁사 이슈로도 중요하여 'COMP_DOMESTIC_DIRECT_RISK'를 추가합니다. / 쿠팡의 '기만 광고'에 대한 공정위의 과징금 부과는 플랫폼 사업자의 광고 규제와 관련된 중요한 이슈이므로 'GOV_PLATFORM_OBLIGATION'으로 분류하고, 경쟁사 이슈로도 중요하여 'COMP_DOMESTIC_DIRECT_RISK'를 추가합니다. / v23_category_reassign:government_without_policy_basis",False,False
I012,AI 에이전트 시장 동향,AI 에이전트,GOV_AI_DIGITAL_POLICY,산업동향,,GOV_AI_CORE_POLICY,COMP_DOMESTIC_AI_PLATFORM,domestic,211.5,2,2,1,1,3106,3106,"[주간스타트업동향] 업스테이지, AI 에이전트 플랫폼 ‘타임리’ 인수 外",동아일보,"카카오의 AI 에이전트 개발 및 서비스 전략에 대한 통찰력을 제공하며, 경쟁사들의 기술 동향과 시장 참여 현황을 파악하는 데 도움이 됩니다.",AI 에이전트 시장 동향은 카카오의 AI 서비스 전략 수립에 직접적인 영향을 미치므로 주목해야 합니다.,False,False
I013,네이버 리뷰 별점 공개 정책,플랫폼 리뷰 정책,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,209.5,3,3,1,1,1871,1871,"네이버 리뷰 별점 공개, 우리 매장 어떻게 관리 해야할까? - 마케팅 - 정보공유",아이보스,"카카오의 사업자 정보 제공 및 관리 플랫폼(예: 카카오맵, 카카오T) 운영 시, 리뷰 시스템의 투명성 및 공정성 확보 방안을 강화해야 함을 시사합니다.",경쟁사의 리뷰 정책 변화는 카카오의 플랫폼 서비스 운영에 직접적인 영향을 미칠 수 있습니다.,False,False
I014,블록체인 플랫폼 인수,플랫폼 인수,INDUSTRY_STRUCTURAL_CHANGE,정부_국회,,,,mixed,209.5,3,3,1,1,3138,3138,"[D-BIZ 글로벌 기업] GIA, 다이아몬드 블록체인 플랫폼 트레이서 지분 30% 인수…산업 전반 투명성 강화",데일리비즈온,"카카오의 블록체인 또는 관련 플랫폼 사업 확장 시, 산업 전반의 투명성 강화 추세 및 관련 기술 기업과의 협력 가능성을 파악하는 데 도움이 됩니다.",플랫폼 인수 사례는 카카오의 신규 사업 또는 플랫폼 전략 수립에 중요한 참고 자료가 됩니다. / v23_category_reassign:industry_item_is_policy_issue,False,False
I015,AI 물탱크 청소 로봇,AI 로봇,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,overseas,201.5,3,3,1,1,3117,3117,"[D-BIZ 글로벌 동향] 홍콩 AI 물탱크 청소 로봇, 제네바 발명전 금메달…정부 채택·민관협력 성공 모범",데일리비즈온,카카오가 AI 기술을 활용하여 공공 서비스 및 사회적 문제 해결에 기여할 수 있는 새로운 사업 기회를 모색하는 데 영감을 줄 수 있습니다.,AI 기술의 사회 문제 해결 적용 사례는 카카오의 사회적 책임 및 새로운 사업 기회 창출에 대한 영감을 줄 수 있습니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I016,쿠팡 와우회원가 기만 광고 과징금 부과,플랫폼 사업자 과징금,GOV_PLATFORM_REGULATION,정부_국회,DIRECT_RISK,GOV_PLATFORM_MARKET_RULE,COMP_DOMESTIC_DIRECT_RISK,domestic,200.0,1,1,1,11,777,"777,676,2314,722,733,800,806,742,687,803","공정위, 쿠팡 '와우회원가' 기만 광고에 법정 최고 과징금 부과 | 공정위, 쿠팡 ‘와우회원가’ 기만광고에 과징금 5억원 | 쿠팡 '와우회원가' 광고 제재… 공정위, 과징금 5억원 부과 | 공정위, ‘와우회원가’ 기만 광고한 쿠팡에 과징금 5억 원 부과 | 공정위, 쿠팡 '와우회원가' 광고 기만 판단···과징금 5억원 부과",v.daum.net | v.daum.net | 파이낸셜뉴스 | BBS불교방송 | 서울파이낸스,쿠팡에 부과된 기만 광고 과징금은 유사 플랫폼 사업자인 카카오도 유사한 광고/프로모션 진행 시 참고해야 할 선례가 될 수 있습니다.,"쿠팡에 대한 공정위 과징금 부과로, 카카오와 같은 유사 플랫폼 사업자에게도 영향을 줄 수 있는 중요한 규제 사례입니다.",False,False
I017,양자보안 그룹웨어 시장 공략,그룹웨어 플랫폼,INDUSTRY_STRUCTURAL_CHANGE,경쟁사_해외이슈,,,,mixed,199.0,3,3,1,1,3156,3156,"핸디소프트-한국정보인증, 전자결재·전자계약 통합 추진…'양자보안 그룹웨어' 시장 공략",아시아경제,"카카오의 기업용 서비스(B2B) 강화 전략 수립 시, 보안 기술 트렌드 및 관련 기업들의 시장 공략 방식을 참고하는 데 도움이 됩니다.",기업용 솔루션 시장의 보안 트렌드 변화는 카카오의 B2B 사업 전략 수립에 영향을 미칠 수 있습니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I018,카카오게임즈 최대주주 변경 및 공동대표 체제,경영권/인수,SELF_DIRECT_RISK,자사_및_계열사_이슈,DIRECT_RISK,,,other,198.5,2,3,1,3,52,"52,96,67","[주주환원 성적표] '실적 악화' 카카오게임즈, '최대주주 변경' 전환기될까 | 최대주주 바뀌는 카카오게임즈…게임 철수냐, 재도약이냐 | 최대주주 바뀌는 카카오게임즈…게임 철수냐, 재도약이냐",fetv.co.kr | 네이트 | ebn.co.kr,카카오게임즈의 실적 악화 및 최대주주 변경 가능성은 카카오의 투자 및 계열사 관리 전략에 영향을 미침. / 카카오게임즈의 최대주주가 변경됨에 따라 게임 사업의 철수 또는 재도약 여부가 주목된다. / 최대주주가 바뀌는 카카오게임즈의 향후 게임 철수 혹은 재도약 여부가 주목된다.,카카오게임즈의 실적 악화와 최대주주 변경 가능성은 카카오 그룹 전체의 재무 및 사업 전략에 영향을 미칠 수 있는 이슈입니다. / 카카오게임즈의 최대주주 변경은 경영권 변동 및 사업 방향 전환 가능성이 있어 직접적인 리스크로 판단됨.,False,False
I019,은행 AI 거버넌스,AI 거버넌스,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_DOMESTIC_AI_PLATFORM,mixed,197.75,2,2,1,1,3119,3119,댓글 : AI 거버넌스 만든 은행…더 중요한 건 '작동 여부',네이버 프리미엄콘텐츠,"카카오의 AI 윤리 및 거버넌스 구축 방향 설정에 대한 시사점을 제공하며, 실제 AI 시스템 운영에서의 효과성 검증 중요성을 강조합니다.",AI 거버넌스 구축 사례는 카카오의 AI 윤리 및 책임 운영 원칙 수립에 대한 중요한 참고 자료가 됩니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I020,카카오뱅크 글로벌 본부장 영입,인사_영입,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,,other,197.5,3,4,1,1,53,53,"카카오뱅크, 현대차그룹 출신 김우주 글로벌본부장 영입…해외진출 박차",뉴스1,"카카오뱅크의 해외 진출 강화 전략의 일환으로, 향후 해외 사업 확장 가능성에 대한 긍정적 신호.","자사 이슈가 부족한 날 참고할 만한 낮은 강도의 운영 소식으로, 카카오뱅크의 해외 진출 관련 인사이동입니다.",False,False
I021,global_incident:platform_regulation:platform_sector:platform_regulation,industry_structural_change,INDUSTRY_STRUCTURAL_CHANGE,산업동향,,,,other,188.5,3,3,3,1,3133,3133,"한국에너지공대 ""정자윤·김새봄 학생, '유엔공업개발기구 인턴십·한-독일 글로벌 인재양성 플랫폼 국비장학생' 선정""",이코노믹포스트,카카오 사업환경 이해에 필요한 산업 구조 변화,로컬 보조 라벨,False,False
I022,주권 AI 및 정보 관리 전략,AI 확산 및 전략,GOV_AI_DIGITAL_POLICY,정부_국회,,GOV_AI_CORE_POLICY,,mixed,187.5,2,2,1,1,3092,3092,"오픈텍스트, 방산·공공 AI 확산 속 주권 AI·정보 관리 전략 강화",cio.com,"카카오가 국내외 AI 시장에서 '주권 AI' 및 정보 관리 전략을 강화해야 한다는 시사점을 제공하며, 정부 정책 방향과의 연계성을 고려해야 합니다.",주권 AI 및 정보 관리 전략 강화는 카카오의 AI 사업이 나아가야 할 방향에 대한 중요한 시사점을 제공합니다. / v23_category_reassign:industry_item_is_policy_issue,False,False
I023,대학 AI 혁신 계획,AI 혁신,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,mixed,182.5,2,2,1,1,3107,3107,"동국대, 건학 120주년 맞아 ‘동악 플랜’ 가동… AI 혁신 박차",조선일보,"카카오의 AI 인재 확보 및 협력 전략 수립에 대한 시사점을 제공하며, 대학과의 산학협력 모델 발굴에 대한 필요성을 강조합니다.",대학의 AI 혁신 동향은 카카오의 AI 인재 확보 및 기술 경쟁력 유지에 중요한 참고 자료가 됩니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I024,쿠팡 표시광고법 위반 제재,기만 광고,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_DIRECT_RISK,domestic,181.0,2,2,1,2,1968,"1968,2265","'와우회원가'면 항상 싼줄 알았는데…'기만 광고' 쿠팡, 5억 과징금 | 와우회원가 광고 관련, 쿠팡(주)의 표시광고법 위반행위 제재",한국경제 | 서울Pn,"카카오 커머스, 라이브 커머스 등에서 '가장 싼 가격', '최대 할인' 등의 문구 사용 시 소비자 기만 소지가 없는지 철저히 검토하고, 과징금 부과 위험에 대비해야 합니다. / 카카오 커머스 사업에서 '할인', '혜택' 등 광고 문구 사용 시 표시광고법 위반 소지를 사전에 검토하고, 소비자 오인 가능성이 없도록 주의해야 합니다.",쿠팡의 기만 광고 사례는 카카오의 커머스 및 광고 사업 운영에 있어 직접적인 규제 리스크를 보여줍니다. / 쿠팡의 표시광고법 위반 사례는 카카오 커머스 사업에서 광고 집행 시 준수해야 할 규제에 대한 중요한 참고 자료가 됩니다.,False,False
I025,AI 기반 스마트물류 혁신,AI 스마트물류,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,mixed,180.5,2,2,1,1,3088,3088,AI와 스마트물류 미래 한자리에…디지털 유통혁신 기술 총출동,서울뉴스통신,"카카오의 물류 및 커머스 사업 강화 전략 수립에 대한 시사점을 제공하며, AI 기술을 활용한 물류 효율성 증대 방안을 모색하는 데 도움이 됩니다.",AI 기술을 활용한 스마트 물류 혁신은 카카오 커머스 사업의 효율성을 높이고 경쟁력을 강화하는 데 중요한 역할을 합니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I026,해양산업 AI 전환,AI 해양산업 전환,GOV_AI_DIGITAL_POLICY,산업동향,,GOV_AI_CORE_POLICY,,mixed,180.0,2,2,1,2,3093,"3093,3094","해진공, 해운·항만·물류 CEO 서밋 개최…“해양산업 AI 전환 선도” | 해진공, 해운·항만·물류 CEO 서밋 개최…“해양산업 AI 전환 선도”",브릿지경제 | 해양통신,"카카오의 물류, 운송 등 관련 산업 분야에서 AI 기술을 접목하여 사업 영역을 확장하거나 효율성을 높일 수 있는 가능성을 제시합니다.",AI 기술의 전통 산업 적용 사례는 카카오의 신규 사업 영역 탐색 및 기존 사업 고도화에 중요한 참고 자료가 됩니다.,False,False
I027,국내 AI 보안 스타트업 동향,AI 보안 스타트업 투자,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,179.5,2,2,1,1,1879,1879,LG·현대차·네이버까지…AI 보안 스타트업 '에임인텔리전스'에 전략 투자,이데일리,"카카오의 AI 보안 기술 강화 전략 수립에 대한 경쟁사의 투자 동향 정보를 제공하며, 잠재적 협력 또는 경쟁 관계를 파악하는 데 도움이 됩니다.",국내 AI 보안 스타트업에 대한 주요 기업들의 투자 동향은 카카오의 AI 보안 전략 수립에 중요한 참고 자료가 됩니다.,False,False
I028,네이버 CCPA 개인정보 보호 가이드라인 공개,개인정보 보호 가이드라인,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_DIRECT_RISK,domestic,179.5,2,2,1,1,1940,1940,"네이버, CCPA 개인정보 보호 관련 가이드라인 공개",쿠키뉴스,"카카오 역시 북미 시장 진출 시 CCPA 등 현지 개인정보 보호 규제 준수의 중요성을 인지하고, 관련 가이드라인을 참고하여 자체적인 개인정보 보호 정책을 강화해야 합니다.",네이버의 CCPA 개인정보 보호 가이드라인 공개는 카카오의 글로벌 개인정보 보호 규제 대응 전략 수립에 직접적인 참고 자료가 됩니다.,False,False
I029,AI 기반 스마트 물류 혁신,AI 스마트 물류,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,mixed,179.5,2,2,1,1,3125,3125,"AI 기반 스마트 물류 혁신, 코엑스서 미래 유통 기술 총집합 |",nanamcom.co.kr,"카카오의 물류 및 커머스 사업 강화 전략 수립에 대한 시사점을 제공하며, AI 기술을 활용한 물류 효율성 증대 방안을 모색하는 데 도움이 됩니다.",AI 기술을 활용한 스마트 물류 혁신은 카카오 커머스 사업의 효율성을 높이고 경쟁력을 강화하는 데 중요한 역할을 합니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I030,산업계 AI 도입 현황,AI 기술 도입,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,mixed,178.5,2,2,1,1,3097,3097,[산업계 동향] KAI·현대엘리베이터·한성자동차,민주신문,"카카오의 AI 기술 투자 및 사업 적용 전략 수립에 대한 전반적인 산업계 동향 정보를 제공하며, 경쟁사들의 AI 기술 도입 사례를 파악하는 데 도움이 됩니다.",다양한 산업 분야의 AI 도입 현황 파악은 카카오의 AI 기술 적용 및 사업 확장 전략 수립에 중요한 참고 자료가 됩니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I031,쿠팡 개인정보 유출 제재안 심의,개인정보 유출 제재,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,GOV_DIRECT_PLATFORM_OBLIGATION,COMP_DOMESTIC_DIRECT_RISK,domestic,176.0,1,1,1,9,2307,"2307,2297,2197,573,546,2241,2257,2196,2255","개인정보위, 오늘 쿠팡 제재안 심의…역대 최대 과징금 가능성 | 개인정보위, 오늘 쿠팡 제재안 심의…역대 최대 과징금 가능성 | [Why&Next]개인정보위 오늘 쿠팡 처분안 심의…최대 과징금 받을까 | 개인정보위, 쿠팡 개인정보 유출 제재안 내일 심의 | 개인정보위, 10일 쿠팡 처분안 심의…과징금 규모 촉각",파이낸셜뉴스 | 매일경제 마켓 | 네이트 | 서울파이낸스 | 이투데이,쿠팡의 개인정보 유출 관련 제재안 심의는 카카오의 개인정보보호 강화 및 보안 시스템 점검의 중요성을 재확인시키는 사례입니다. 향후 카카오 서비스 내 개인정보 유출 사고 발생 시 제재 수위에 대한 참고 자료가 될 수 있습니다.,경쟁사인 쿠팡의 개인정보 유출에 대한 제재 심의는 카카오의 개인정보보호 및 보안 강화 필요성을 시사하는 중요한 사안입니다.,False,False
