id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
3061,경쟁사/해외이슈,경쟁사_해외이슈,메타,메타 AI도 외부기관 해킹…오픈AI·앤트로픽 이어 AI 보안사고 발생,메타 ai도 외부기관 해킹 오픈ai 앤트로픽 이어 ai 보안사고 발생,네이트,네이트,"Thu, 06 Aug 2026 07:37:00 GMT",메타 AI도 외부기관 해킹…오픈AI·앤트로픽 이어 AI 보안사고 발생 네이트,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1KY1Z0SzJlYkl1MkluRExlUktpU1hta1RRN3N5ZEJiOFdkU0JhcGRiWWNwYTA4YTBuc01hZUhNcHlvSk02RnJaOVMzWkljbUIwWG1ZNF9NUF9Jb0RidXEzag?oc=5,google_rss_메타 AI when:2d,239.5,45.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_hacking_incident,"메타,앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:openai:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,239.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,,
2855,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,메타 AI도 외부기관 해킹… 오픈AI·앤트로픽 이어 AI 보안사고 발생 - 조선비즈,메타 ai도 외부기관 해킹 오픈ai 앤트로픽 이어 ai 보안사고 발생,Chosunbiz,Chosunbiz,"Thu, 06 Aug 2026 07:36:00 GMT",메타 AI도 외부기관 해킹… 오픈AI·앤트로픽 이어 AI 보안사고 발생 - 조선비즈 Chosunbiz,https://news.google.com/rss/articles/CBMiggFBVV95cUxObk1uNkhuVW9FcHdfLXE4RlBUclAtVkZ1SFFMa2JxdlpfY1RnSXUzZ2dMMHBFUDloSnJBV2JpSUxwSnpnQ2ZDUU1mcHp4b3I1U2oxRzIyOUszcnVTdHVWbHdaaFhKVF9lb1NNSWdmaWE4djROOWFoZmlHQTlERW9aNzhR0gGWAUFVX3lxTE9vc2hrREtpdjR1bHlEcjd0UUtwQUgxZHVmZ1ItRUxubXkzSG5Gc0o1WWg3eE15MEtCVTdKSldqcUNQR2hCNDVTRllyZmc2SUtOeVYtY3d0clZyVEQ1Mm1qR0pCRnZ0Y1VsanZuOHE1NFdBVnBBUG1JTUZWQzNlcWR5ZEdaLWVpUUJmc0tDUjhPTjJmeXdnUQ?oc=5,google_rss_오픈AI when:2d,239.5,45.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_hacking_incident,"메타,앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:openai:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,239.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,,
2886,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,메타도 AI 해킹 사고 공개…앤트로픽·오픈AI 이어 세 번째,메타도 ai 해킹 사고 공개 앤트로픽 오픈ai 이어 세 번째,블루밍비트,블루밍비트,"Thu, 06 Aug 2026 05:42:42 GMT",메타도 AI 해킹 사고 공개…앤트로픽·오픈AI 이어 세 번째 블루밍비트,https://news.google.com/rss/articles/CBMiUEFVX3lxTE9EWVVSMmZ6dFkwZVA5WThHUkh5dlRETmxZQ19mT2Jrd3F5Wk1jd0FnM0tUdFFGUE9sV04wQmJqU2hMOHAyS1p5bTdWN1ctcWVI?oc=5,google_rss_오픈AI when:2d,239.5,45.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_hacking_incident,"메타,앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:openai:data_leak,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,239.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:anthropic_glasswing_security:announcement,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,,
1827,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[The View]네이버 AI 팩토리, 투자 규모보다 가동률과 수요를 봐야",the view 네이버 ai 팩토리 투자 규모보다 가동률과 수요를 봐야,아시아경제,아시아경제,"Fri, 07 Aug 2026 02:03:56 GMT","[The View]네이버 AI 팩토리, 투자 규모보다 가동률과 수요를 봐야 아시아경제",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5GbFBoemNmZ2h3bFJEQkliQzJOWVkzQ0VfRHFRZU1ONWUyTlNna2xaWUNSUWlDelVIbkpMZ3ZRTW9HaTBLQTVtd012cnI5d3Zya3AzakVMQzFvLTZDMjRNTQ?oc=5,google_rss_네이버 when:2d,239.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,239.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:the view 네이버 ai 팩토리 투자 규모보다 가동률과 수요를 봐야,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:the view 네이버 ai 팩토리 투자 규모보다 가동률과 수요를 봐야,comp_domestic_ai_platform,,,,
1929,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI로 광고·커머스 키웠다…2분기 매출 3조3888억",네이버 ai로 광고 커머스 키웠다 2분기 매출 3조3888억,이투데이,이투데이,"Fri, 07 Aug 2026 01:07:00 GMT","네이버, AI로 광고·커머스 키웠다…2분기 매출 3조3888억 이투데이",https://news.google.com/rss/articles/CBMiVEFVX3lxTE5naE11UWRpVXpqZW9haEJMSkJYeHBzSkdyZHRfZm1xRHlXZTd5UFRKZjZpeU1JQUNwZ09mbU5PdDBVVWtETHd4VzlQdmZBQlk4YjJvaw?oc=5,google_rss_네이버 AI when:2d,238.5,41.5,"ai_infrastructure_security,earnings,financial_performance,search_ads",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,238.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai로 광고 커머스 키웠다 2분기 매출 3조3888억,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai로 광고 커머스 키웠다 2분기 매출 3조3888억,comp_domestic_ai_platform,,,,
1932,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"매출 두자릿수 성장한 네이버, 영업익은 소폭 감소…AI 투자 영향",매출 두자릿수 성장한 네이버 영업익은 소폭 감소 ai 투자 영향,한국경제,한국경제,"Thu, 06 Aug 2026 23:29:30 GMT","매출 두자릿수 성장한 네이버, 영업익은 소폭 감소…AI 투자 영향 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1TSnRIQlFwRGNod0lnalJ0akpKdkVfUWJtRExCSkRrV2NzUVBYNWE2MVZuekhnN0RxVndSanhXR3FXTmJjem9PSjhGY3FxZzM3WVNuR2k5ZE41UQ?oc=5,google_rss_네이버 AI when:2d,237.5,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,237.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:매출 두자릿수 성장한 네이버 영업익은 소폭 감소 ai 투자 영향,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:매출 두자릿수 성장한 네이버 영업익은 소폭 감소 ai 투자 영향,comp_domestic_ai_platform,,,,
2864,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,[단독 인터뷰] 스페이스X의 실적 쇼크···오픈AI·앤트로픽 덮친 ‘경고장’,스페이스x의 실적 쇼크 오픈ai 앤트로픽 덮친 경고장,Benzinga,Benzinga,"Thu, 06 Aug 2026 13:57:00 GMT",[단독 인터뷰] 스페이스X의 실적 쇼크···오픈AI·앤트로픽 덮친 ‘경고장’ Benzinga,https://news.google.com/rss/articles/CBMitgJBVV95cUxNeWlNNUk0cUZ2a09hTkNBeS1jbHlBQS1OR2dNdVEybFdqeFVaM2Qya2luazM3WjVGQ29LM21LZC1ralJkSHNxTTNBN0xPc0NPY3dNWHFYcS1JNGg5WVgtV2ZuNkp0X2F5ZzJJWENWZFltTVRlUjMyZ3Y1a3hBM3JoRVJ0WWttbWtxai0xcUpaMUV4cXdhSEROSjVWYlR4YzJUdlBuSlNMRjk3UUYzQ2JvVzQtc2xpVXliN0xfX0xta3gxaU1qUm5JQzc5U0t1YmRQWDVxNHZGMVVwSnA5RXA3MlJsLVhRTXNTTktrOHgtVGpYTnFVbjZuY09qY01ZZ1ZaQVhRWUdqcnZ6dzBiVjVFbXBnUlhDQ19VSG8za0xjNExkeFZkdDBEY3lMOERVQnkxaGpnU2pB?oc=5,google_rss_오픈AI when:2d,237.25,41.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,19.0,published_yesterday+exclusive_breaking,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,237.25,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,,
2803,경쟁사/해외이슈,경쟁사_해외이슈,구글,"""은행들, 구글 21조원 데이터센터 대출채권 매각 계획""",은행들 구글 21조원 데이터센터 대출채권 매각 계획,연합뉴스,연합뉴스,"Thu, 06 Aug 2026 02:42:13 GMT","""은행들, 구글 21조원 데이터센터 대출채권 매각 계획"" 연합뉴스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9TZkdubmJQR01Jdk9hS2t1TE5Nd2s5TlFTR1lqa0lDV1ZaeXd1eS1zYUVOc2IxbUJiU25nRmNBVkx0Q1RLUGJ6WUppZ0JfSmtVZUZmM25QTVJLdkoxZlJ0a9IBYEFVX3lxTE9TZkdubmJQR01Jdk9hS2t1TE5Nd2s5TlFTR1lqa0lDV1ZaeXd1eS1zYUVOc2IxbUJiU25nRmNBVkx0Q1RLUGJ6WUppZ0JfSmtVZUZmM25QTVJLdkoxZlJ0aw?oc=5,google_rss_구글 site:yna.co.kr when:2d,237.0,41.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,구글,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:google:mna_capital,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,237.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:mna_capital:google:mna_capital:general,global_incident:mna_capital:google:mna_capital,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:mna_capital:google:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:google:mna_capital,comp_overseas_regulation_data,,,,
1947,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 2분기 매출 '역대 최대' 3조3888억원⋯AI 투자로 영업익 5203억원 '감소' [종합]",네이버 2분기 매출 역대 최대 3조3888억원 ai 투자로 영업익 5203억원 감소,아이뉴스24,아이뉴스24,"Thu, 06 Aug 2026 23:49:44 GMT","네이버, 2분기 매출 '역대 최대' 3조3888억원⋯AI 투자로 영업익 5203억원 '감소' [종합] 아이뉴스24",https://news.google.com/rss/articles/CBMiR0FVX3lxTE1KUUlGMEg2QzJ4YkdBZ1FxNVpBbEhKeEFuUE5GYko3ZjQ2eXhGTmVXQ2pIa2xwZzJCdVNKLUJoRm5JNlNabHBv?oc=5,google_rss_네이버 AI when:2d,236.75,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,29.0,published_today+exclusive_breaking,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,236.75,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 2분기 매출 역대 최대 3조3888억원 ai 투자로 영업익 5203억원 감소,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 2분기 매출 역대 최대 3조3888억원 ai 투자로 영업익 5203억원 감소,comp_domestic_ai_platform,,,,
2045,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버 2분기 매출 3.4조원…영업익은 AI투자 영향에 0.2% 감소(종합),네이버 2분기 매출 3 4조원 영업익은 ai투자 영향에 0 2 감소,파이낸셜뉴스,파이낸셜뉴스,"Thu, 06 Aug 2026 23:29:01 GMT",네이버 2분기 매출 3.4조원…영업익은 AI투자 영향에 0.2% 감소(종합) 파이낸셜뉴스,https://news.google.com/rss/articles/CBMiWkFVX3lxTE96NzNqUnhHdE9SZ2FiaXdjR0ZXM1lYV3dUZTZzOVdJV18xVklrdk83dUFuN0pxTDdjeEJaOWl0SXFxRTlWMzdwQWtoU0V6WC1nWVJpVjRqYzZyZw?oc=5,google_rss_네이버 site:fnnews.com when:2d,236.75,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,29.0,published_today+exclusive_breaking,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,236.75,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 2분기 매출 3 4조원 영업익은 ai투자 영향에 0 2 감소,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 2분기 매출 3 4조원 영업익은 ai투자 영향에 0 2 감소,comp_domestic_ai_platform,,,,
2053,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[컨콜 종합] 네이버 ""AI 인프라, 내년 상반기부터 매출 예상⋯중동·남미서도 논의""",네이버 ai 인프라 내년 상반기부터 매출 예상 중동 남미서도 논의,아이뉴스24,아이뉴스24,"Fri, 07 Aug 2026 02:16:51 GMT","[컨콜 종합] 네이버 ""AI 인프라, 내년 상반기부터 매출 예상⋯중동·남미서도 논의"" 아이뉴스24",https://news.google.com/rss/articles/CBMiS0FVX3lxTE91X0R5dWZwNHhaVXNKM0E1NUNyRV9kdUNRVHZwbmJrYWdqNU54LXVKNmZiQi02N2Zla1Zpa0tZNTJYczdCekk3alNxTQ?oc=5,google_rss_네이버 site:inews24.com when:2d,236.75,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,29.0,published_today+exclusive_breaking,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,236.75,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
2907,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"메타 AI, 보안 평가 중 외부 기관 해킹...오픈AI·앤트로픽 이어 세 번째 사고 발생",메타 ai 보안 평가 중 외부 기관 해킹 오픈ai 앤트로픽 이어 세 번째 사고 발생,M이코노미뉴스,M이코노미뉴스,"Thu, 06 Aug 2026 02:13:24 GMT","메타 AI, 보안 평가 중 외부 기관 해킹...오픈AI·앤트로픽 이어 세 번째 사고 발생 M이코노미뉴스",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5rOE5uQWpCb0VqSE1SaTBHVXVRM2dXOFZjMEpZanRTSy1vRkJpR0RhTkNldjRpdUEtaGNpbTdZS2ZJWVJZRW5CM200YkNueUllU3ZCSDVEMGg2Z0JscHJPSFdwOHVKeE0?oc=5,google_rss_오픈AI AI when:2d,236.5,45.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_hacking_incident,"메타,앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:openai:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,236.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_regulation_data,,,,
2921,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,메타 AI가 테스트 중 다른 회사 시스템을 해킹했다…메타·앤트로픽·오픈AI 연달아 보안 사건,메타 ai가 테스트 중 다른 회사 시스템을 해킹했다 메타 앤트로픽 오픈ai 연달아 보안 사건,디지털포커스,디지털포커스,"Thu, 06 Aug 2026 00:57:23 GMT",메타 AI가 테스트 중 다른 회사 시스템을 해킹했다…메타·앤트로픽·오픈AI 연달아 보안 사건 디지털포커스,https://news.google.com/rss/articles/CBMicEFVX3lxTE9UcTFtdnRYRDhfdWh5MVU1ejVWRXZHb3pyUDBfWHhSbkZxZ3E2a2V6cDI2YzJmd3VIYW96ME5lbFVaYUVkbzZwNTZKWnp0aktyWWVCZ1JmdVVYS29TX1g2OGkyRm8ybGlmckZiMXA4YlM?oc=5,google_rss_오픈AI 규제 when:2d,236.5,45.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_hacking_incident,"메타,앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:openai:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,236.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,,
2004,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 인프라 투자 확대 속 2분기 매출 최대, 영업이익 소폭 감소",네이버 ai 인프라 투자 확대 속 2분기 매출 최대 영업이익 소폭 감소,Traders Union,Traders Union,"Thu, 06 Aug 2026 23:33:26 GMT","네이버, AI 인프라 투자 확대 속 2분기 매출 최대, 영업이익 소폭 감소 Traders Union",https://news.google.com/rss/articles/CBMijgFBVV95cUxOckM5STFrWGpCbmZTN2s3THdUeF9pSVc5UGV5OTkwa3NubFZUbHRjS0xNOGNfRURRVnlab1FXXzJpcnZJU0FGc1lCeHBBTEdWbVpNekZ5bS1ZMmlLRk9RdWdIR2FvSmlTQjkxQjBiMTBOU21yeEdTeHFpdzhjT2NlU0pXdm9lWHh3RklJSlZR?oc=5,google_rss_네이버 스테이블코인 when:2d,235.5,41.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,235.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
