id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형
175,정부/국회,정부_국회,과학기술정보통신부,CU편의점·티빙 등 대형서비스 3곳 해킹… 개인정보 줄줄 새,cu편의점 티빙 등 대형서비스 3곳 해킹 개인정보 줄줄 새,v.daum.net,v.daum.net,"Sun, 07 Jun 2026 08:48:25 GMT",CU편의점·티빙 등 대형서비스 3곳 해킹… 개인정보 줄줄 새 v.daum.net,https://news.google.com/rss/articles/CBMiS0FVX3lxTFBmNi1DSDNJaHIxeFZRaVhIOTB2V2ptc1JpcTVxOXdRQ3g3MVBpNVZZTVVXRTZXbzkxMzJPTWd3OWNhMjlQRVp6U3R3WQ?oc=5,google_rss_과학기술정보통신부 해킹 when:1d,68.0,42.0,"phishing_security,privacy_security_reliability",security_hacking_incident,,,,,,,,general,68.0,privacy_security_reliability,government:tech_security_policy,global_incident:platform_regulation:tving:platform_regulation:general,global_incident:platform_regulation:tving:platform_regulation,경쟁사_해외이슈,SELF_DIRECT_RISK,개인정보 유출,"CU, 티빙 등 대형 서비스 개인정보 유출","카카오 서비스의 보안 및 개인정보 보호 강화 필요성을 제기하며, 관련 법규 준수 및 대응 방안 마련에 대한 경각심을 높임.",1,1,1,,,대형 서비스들의 연이은 개인정보 유출 사고는 카카오의 보안 및 개인정보 보호 정책 강화에 직접적인 영향을 미칠 수 있는 중요한 이슈임. / v23_category_reassign:self_without_kakao_entity,gemini,DIRECT_RISK,GOV_GENERAL_LOW_RELEVANCE,,other,개인정보 보호 강화 정책 및 관련 법규 준수 요구 증대와 연결될 수 있음.,경쟁사의 개인정보 유출 사고는 자사의 보안 관리 역량을 되돌아보고 강화하는 계기가 됨.,"CU, 티빙 등 대형 서비스 개인정보 유출",개인정보 유출
172,정부/국회,정부_국회,과학기술정보통신부,CU편의점·티빙 등 대형서비스 3곳 해킹… 개인정보 줄줄 새,cu편의점 티빙 등 대형서비스 3곳 해킹 개인정보 줄줄 새,기호일보,기호일보,"Sun, 07 Jun 2026 08:48:23 GMT",CU편의점·티빙 등 대형서비스 3곳 해킹… 개인정보 줄줄 새 기호일보,https://news.google.com/rss/articles/CBMib0FVX3lxTFBWdnd3OUcxdUVuSEFtODdUSGlJM0E5QURqNHRSTk1nZVdEMXdwS2s2VTNqOTNhaU50UFRUTTVkb0d4ekVpeGNXRGd4SzlJczdfZS02dEFCSGFqNFpuTmNEZkExSF9YV1lQOEdvbXRPRQ?oc=5,google_rss_과학기술정보통신부 조사 when:1d,68.0,42.0,"phishing_security,privacy_security_reliability",security_hacking_incident,,,,,,,,general,68.0,privacy_security_reliability,government:tech_security_policy,global_incident:platform_regulation:tving:platform_regulation:general,global_incident:platform_regulation:tving:platform_regulation,경쟁사_해외이슈,SELF_DIRECT_RISK,개인정보 유출,"CU, 티빙 등 대형 서비스 개인정보 유출","카카오 서비스의 보안 및 개인정보 보호 강화 필요성을 제기하며, 관련 법규 준수 및 대응 방안 마련에 대한 경각심을 높임.",1,1,1,,,대형 서비스들의 연이은 개인정보 유출 사고는 카카오의 보안 및 개인정보 보호 정책 강화에 직접적인 영향을 미칠 수 있는 중요한 이슈임. / v23_category_reassign:self_without_kakao_entity,gemini,DIRECT_RISK,GOV_GENERAL_LOW_RELEVANCE,,other,개인정보 보호 강화 정책 및 관련 법규 준수 요구 증대와 연결될 수 있음.,경쟁사의 개인정보 유출 사고는 자사의 보안 관리 역량을 되돌아보고 강화하는 계기가 됨.,"CU, 티빙 등 대형 서비스 개인정보 유출",개인정보 유출
545,정부/국회,정부_국회,금융위원회,"[분석] 은행, 홍콩ELS 과징금 리스크 마무리...불확실성 해소",분석 은행 홍콩els 과징금 리스크 마무리 불확실성 해소,알파경제,알파경제,"Sun, 07 Jun 2026 20:00:28 GMT","[분석] 은행, 홍콩ELS 과징금 리스크 마무리...불확실성 해소 알파경제",https://news.google.com/rss/articles/CBMibkFVX3lxTE1aR2dJcFVGRl9zSG1XQzdrc1pRZE9nMDgwaEZDYjFVaHNlOW8tQWtTbVM0VUFpeXcyY0xSVG51NW5sQjIxMjdfc2tfTjdRblBJMG1fNmFPUlVjLTZDSm1ISTJVVzZ0Sm15angzbVlB0gFuQVVfeXFMTVpHZ0lwVUZGX3NIbVdDN2tzWlFkT2cwODBoRkNiMVVoc2U5by1Ba1NtUzRVQWl5dzJjTFJUbnU1bmxCMjEyN19za19ON1FuUEkwbV82YU9SVWMtNkNKbUhJMlVXNnRKbXlqeDNtWUE?oc=5,google_rss_금융위원회 과징금 when:1d,67.0,39.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,,,,,,,,general,67.0,"legal_regulatory_enforcement,policy_legislation",government:regulatory_enforcement,global_incident:financial_regulation:hongkong_els:hongkong_els_misselling:sanction_penalty_decision,global_incident:financial_regulation:hongkong_els:hongkong_els_misselling,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,ELS 과징금,홍콩 ELS 판매은행 제재,카카오의 금융 사업과 직접적인 관련이 없는 은행권의 ELS 관련 이슈이므로 영향 없음.,2,2,1,,Y,"은행권의 ELS 과징금 관련 뉴스로, 카카오의 사업 모델 및 정책과 직접적인 연관성이 낮음. / v23_category_reassign:government_without_policy_basis",gemini,,GOV_GENERAL_LOW_RELEVANCE,,other,카카오의 금융 정책에 직접적인 영향 없음,"카카오 경쟁사의 금융 상품 규제와 관련 있으나, 카카오의 직접적인 경쟁 분야가 아니므로 우선순위 낮음.",홍콩 ELS 판매은행 제재,ELS 과징금
654,정부/국회,정부_국회,금융위원회,"'투표용지 부족' 선관위 수사 본궤도…경찰, 오늘 고발인 조사",투표용지 부족 선관위 수사 본궤도 경찰 오늘 고발인 조사,연합뉴스,연합뉴스,"Sun, 07 Jun 2026 20:55:01 GMT","'투표용지 부족' 선관위 수사 본궤도…경찰, 오늘 고발인 조사 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE43b1Z2R3JHSGFWMzNQcUF0Y3JxeVRGdEsxcThYc1RxbEdCSll2V0RNb3VUYV9KeENtb2JRMnlWOElhVGNNQVV2NEF3LTFqbGlMMkoxd1REUS13QzDSAWBBVV95cUxOdHhGOTFxdktnZ2xMdVZNdnVpY2lVdUg4bTZTLTFPcmJMM2FEeGpFQ1VUT256aExNMUdCZl9yMUxOelAwMVFTakQtcTY5LXRHWUg5LXFSLUhzTlBmcXExUjY?oc=5,google_rss_금융위원회 site:yna.co.kr when:1d,67.0,35.0,legal_regulatory_enforcement,legal_regulatory_enforcement,,,,,,,,general,67.0,"legal_regulatory_enforcement,policy_legislation",government:regulatory_enforcement,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,선관위 수사,선관위 투표용지 부족 관련 수사,카카오와 무관한 선거관리위원회 관련 이슈이므로 영향 없음.,2,2,1,,Y,"선거관리위원회 관련 이슈로, 카카오의 사업이나 정책에 직접적인 관련성이 없음. / v23_category_reassign:government_without_policy_basis",gemini,,GOV_APPOINTMENT_GOVERNANCE,,other,카카오 정책 환경에 직접적인 영향을 주지 않음.,카카오의 사업 및 경쟁 환경과 무관함.,선관위 투표용지 부족 관련 수사,선관위 수사
1941,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI ‘ChatGPT 락다운 모드’ 공개… 기업용 보안 위해 브라우징·에이전트 차단,오픈ai chatgpt 락다운 모드 공개 기업용 보안 위해 브라우징 에이전트 차단,AI 매터스,AI 매터스,"Mon, 08 Jun 2026 01:06:59 GMT",오픈AI ‘ChatGPT 락다운 모드’ 공개… 기업용 보안 위해 브라우징·에이전트 차단 AI 매터스,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9mSVQ1MnRiTU1pR2E2YkhvbENKSENxQ0dSVUJyXzB2VFFXejA2LTFYR2p1U2RxNlBSU29pWFBmWmsxZzk4M1hJNUlhalNLa0h1bkF1OQ?oc=5,google_rss_오픈AI when:1d,66.5,34.5,"ai_infrastructure_security,phishing_security,platform_obligation,privacy_security_reliability",security_general,오픈AI,,,,,,,general,66.5,"privacy_security_reliability,ai_infrastructure_security,platform_obligation",competitor:security_reliability,global_incident:ai_security_policy:openai:openai_security_access:announcement,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,OpenAI 보안,"OpenAI, ChatGPT 락다운 모드 공개","카카오의 AI 서비스 보안 강화 전략 수립에 참고할 수 있으며, 기업 고객 대상 AI 서비스 제공 시 보안 요구사항 파악에 도움이 됨.",1,1,1,,,"AI 서비스의 보안 강화는 중요하며, 글로벌 선도 기업의 움직임은 카카오의 AI 전략 수립에 중요한 참고가 됨.",gemini,,,COMP_OVERSEAS_PLATFORM_AI,overseas,AI 서비스의 보안 및 프라이버시 보호에 대한 정책적 시사점을 제공함.,글로벌 AI 선도 기업인 OpenAI의 보안 강화 움직임은 카카오의 AI 서비스 경쟁력 확보 및 차별화 전략 수립에 중요한 참고 자료가 됨.,"OpenAI, ChatGPT 락다운 모드 공개",OpenAI 보안
16,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"AI 기반 건강수명 스타트업 '탭제로', 카카오벤처스 시드 투자 유치",ai 기반 건강수명 스타트업 탭제로 카카오벤처스 시드 투자 유치,전자신문,전자신문,"Mon, 08 Jun 2026 02:37:43 GMT","AI 기반 건강수명 스타트업 '탭제로', 카카오벤처스 시드 투자 유치 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE05Qjdvb2JwZXhlQXhLU1owbm1zZ3pLVmhKNEsxckZvSURLMnc3ZTgtd0VtUnNkWVdEUXRFNkY1M2NsbGg3cWFsSkVwOXRsZw?oc=5,google_rss_카카오 when:1d,66.5,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,66.5,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,AI 스타트업 투자,"카카오벤처스, 탭제로 시드 투자 유치","카카오벤처스의 AI 분야 투자 활동을 보여주며, 카카오의 AI 생태계 확장 및 기술 트렌드 파악에 기여함.",1,1,1,,Y,카카오벤처스의 AI 스타트업 투자는 카카오의 AI 생태계 전략과 관련되어 중요하게 참고할 만한 이슈임. / v23_guardrail_fail:simple_mou_pr_or_low_materiality,gemini,STRATEGIC_REFERENCE,,,other,AI 스타트업 생태계 활성화에 대한 정책적 시사점을 제공할 수 있음.,AI 분야 투자 동향을 파악하여 카카오의 투자 전략 및 포트폴리오 관리에 참고할 수 있음.,"카카오벤처스, 탭제로 시드 투자 유치",AI 스타트업 투자
1259,정부/국회,정부_국회,딥페이크,"법무부 의정부청소년꿈키움센터, 검찰의뢰 교육조건부 기소유예 교육",법무부 의정부청소년꿈키움센터 검찰의뢰 교육조건부 기소유예 교육,로이슈,로이슈,"Mon, 08 Jun 2026 02:47:08 GMT","법무부 의정부청소년꿈키움센터, 검찰의뢰 교육조건부 기소유예 교육 로이슈",https://news.google.com/rss/articles/CBMiekFVX3lxTE9XWUtQVGRXVnNrdDdlcm5HZnN0ZHlVRzFCWTgwTjJERlpOdk1FRVUzZm5tVUxKZDM0anM0eU5lZFpTd2dyMkZHc0lNUHNLT0JfcnhiUjZwS1k3cDg3Um0wbnUtSjU1Rl9aQ3NfR2tMeFgwal8tZjRsanB3?oc=5,google_rss_딥페이크 when:1d,66.0,36.0,"deepfake_youth,legal_regulatory_enforcement",deepfake_youth,,,,,,,,general,66.0,"legal_regulatory_enforcement,privacy_security_reliability,ai_infrastructure_security",government:regulatory_enforcement,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,법무부 교육,"법무부 의정부청소년꿈키움센터, 검찰의뢰 교육조건부 기소유예 교육",카카오와 무관한 법무부 소관의 교육 프로그램 관련 이슈이므로 영향 없음.,4,5,4,,Y,"법무부 소관의 교육 프로그램 관련 뉴스로, 카카오의 사업이나 정책에 직접적인 관련성이 낮음. / v23_category_reassign:government_without_policy_basis",gemini,,GOV_REGULATORY_ENFORCEMENT,,other,카카오 정책 환경에 직접적인 영향을 주지 않음.,카카오의 사업 및 경쟁 환경과 무관함.,"법무부 의정부청소년꿈키움센터, 검찰의뢰 교육조건부 기소유예 교육",법무부 교육
618,정부/국회,정부_국회,금융위원회,"경찰, '투표지 부족' 수사 본격화…고발인 ""선관위원장, 국민기만""",경찰 투표지 부족 수사 본격화 고발인 선관위원장 국민기만,연합뉴스,연합뉴스,"Mon, 08 Jun 2026 01:22:19 GMT","경찰, '투표지 부족' 수사 본격화…고발인 ""선관위원장, 국민기만"" 연합뉴스",https://news.google.com/rss/articles/CBMiYEFVX3lxTFA2U3JKQW14amFhSkZhMHFZb3hkNjhJSWZQT2hJSVBnYk5PUU5aYkRlLWpfUi1wQmdqVGpNNTF0WjluSjRLcm1MeWs1UTJDRW05dzJiVHhBZWluWXBwbWJoM9IBYEFVX3lxTFA2U3JKQW14amFhSkZhMHFZb3hkNjhJSWZQT2hJSVBnYk5PUU5aYkRlLWpfUi1wQmdqVGpNNTF0WjluSjRLcm1MeWs1UTJDRW05dzJiVHhBZWluWXBwbWJoMw?oc=5,google_rss_금융위원회 site:yna.co.kr when:1d,66.0,32.0,legal_regulatory_enforcement,legal_regulatory_enforcement,,,,,,,,general,66.0,"legal_regulatory_enforcement,policy_legislation",government:regulatory_enforcement,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,선관위 수사,선관위 투표지 부족 관련 수사,카카오와 무관한 선거관리위원회 관련 이슈이므로 영향 없음.,4,5,4,,Y,"선거관리위원회 관련 이슈로, 카카오의 사업이나 정책에 직접적인 관련성이 없음. / v23_category_reassign:government_without_policy_basis",gemini,,GOV_APPOINTMENT_GOVERNANCE,,other,카카오 정책 환경에 직접적인 영향을 주지 않음.,카카오의 사업 및 경쟁 환경과 무관함.,선관위 투표지 부족 관련 수사,선관위 수사
843,정부/국회,정부_국회,금융감독원,"금감원, 공시위반·회계분식 등 무자본 M&A한 기업 24개사 적발",금감원 공시위반 회계분식 등 무자본 m a한 기업 24개사 적발,전자신문,전자신문,"Sun, 07 Jun 2026 17:52:40 GMT","금감원, 공시위반·회계분식 등 무자본 M&A한 기업 24개사 적발 전자신문",https://news.google.com/rss/articles/CBMi5AVBVV95cUxQTUFoVDYxSXFhRmE4ZHJkR25ScGxfR09fZmNCcDZ4dXhkajBTTVM0b0ZlajZyRzhhVGJnS3ExeHRFRWV2aDZtOWFRUE9Hbl9xRjVwaUlxY1RnaHQtbmJNWFdwS0dsVDZKdkE2enZwNXdiU0MyZVd2aEVIZjJCZ1Y5Vjk0VklJM1VTTng3d2lXMy1GOU5uQm1FNXdta3JBT29rdlQ1d3lZdW1vd043LUtQN2lkNkJZZGZMSDlTRnZJWTBwNGxxTU1tVDJNMURkTFJQVVNtYVFqNTI4T2N1SVBaQUVSNWxjcXVHQmlsdklPS0dISFlKSjF1RGxqYjlnZzNfTGZtQnJxdnBYVkZGQTZKZl9yckRHLTlZQTlhYVc1SkpxMUN6dlFDSU54SE1ud0FEVlV6TWdaazg5RExUSFF2Q2dvcjZUTEZxaThOWXNvNHJCU1Y5UTRmQzVwajJSZzVqa3hoTlVjdzlLYkJpdzV0M1A5NFU4bldpQzNGZXRNWkFzZ2Z2bHFvbnpPMHJ0SkVIQUxMb0w0QU13TS1QbGR2TnZUR0NFM3dWYjZwSUlDUGtRSHlERjl2c1AzQ0tTM1M1VjMyR29ob196MElFY2puU3RqRmFhTzNnRmlYVmhwel9JR3REeF92Z3psdG9OaHpyWlFFVXIwUHpBd2dROUFKMWU0QXNJcFBwS3FmdmYwV214dEI2TkUwV21tLWFJcWlYQVpTN0VjRUt6Z0E4a3RPaFVwQTV0Tm5faDJFMnQzUjFsWUcxc0hJZk56dDJaWHFCZGRHZ3o0VjNQSndSQ0U2ZjktYmF6THFXWjVxQlY5d29pOTBIYkNheWxoVVh0OXZ6VmFURm9XWTZLUjVsR1ROTzRpNmk4SVVNWXJ0MWJiRU1RQWQ5Smk1RGtSbGtyaVJQcDhrNzItdkFZN1pPd1pTLVpubEVabVp5cjlOOEs0TWVxYS1rM1BFR1F5dFBRdnJHRkgxQQ?oc=5,google_rss_금융감독원 site:etnews.com when:1d,65.5,34.5,financial_performance,financial_performance,금감원,,,,,,,general,65.5,financial_performance,government:general,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,금감원 기업 적발,"금감원, 무자본 M&A 기업 24개사 적발",카카오의 사업 및 금융 관련 정책과 직접적인 연관성이 낮은 금감원의 일반 기업 규제 이슈이므로 영향 없음.,2,2,1,,Y,"금감원의 일반 기업 규제 관련 뉴스로, 카카오의 사업이나 정책에 직접적인 관련성이 낮음. / v23_category_reassign:government_without_policy_basis",gemini,,GOV_GENERAL_LOW_RELEVANCE,,other,카카오 정책 환경에 직접적인 영향을 주지 않음.,카카오의 사업 및 경쟁 환경과 무관함.,"금감원, 무자본 M&A 기업 24개사 적발",금감원 기업 적발
7,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 52주 신저가…AI 성과 지연 우려에 5%대↓",카카오 52주 신저가 ai 성과 지연 우려에 5 대,서울경제,서울경제,"Mon, 08 Jun 2026 01:27:12 GMT","카카오, 52주 신저가…AI 성과 지연 우려에 5%대↓ 서울경제",https://news.google.com/rss/articles/CBMiUkFVX3lxTFB0emY4ZVdYWHhNNW1rdDRZNXI4Smk1U1RJXzd0MVNyOUMyRWJod0toaDduYzgyODJOOVpHOTdjYS1id0RUNGpMUC10akUwNnF0U0HSAVNBVV95cUxPd2xDS0owbEFzSHYyX3JKYkVSTmNaYVFtUG1PQkI2TmQ1X05pSXlyMUQ0dFFTdE5QazQtTlBheGlleTJ3YV9kWUFEU1pmbktpTDY0Yw?oc=5,google_rss_카카오 when:1d,65.5,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,65.5,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,카카오 주가 하락,"카카오, AI 성과 지연 우려로 52주 신저가 기록","카카오의 현재 경영 상황 및 투자자들의 AI 성과에 대한 기대를 보여주며, 향후 AI 전략 및 성과 창출에 대한 압박 요인이 될 수 있음.",1,1,1,,,"카카오의 주가 변동은 투자자들의 AI 성과에 대한 기대를 반영하는 지표로, 회사의 AI 전략 및 성과 창출의 중요성을 보여줌.",gemini,STRATEGIC_REFERENCE,,,other,AI 기술 개발 및 상용화에 대한 정부의 지원 정책이나 투자 관련 논의에 영향을 줄 수 있음.,"경쟁사 대비 AI 성과 지연에 대한 시장의 우려를 파악하고, 경쟁력 강화 전략 수립에 참고할 수 있음.","카카오, AI 성과 지연 우려로 52주 신저가 기록",카카오 주가 하락
161,정부/국회,정부_국회,과학기술정보통신부,"젠슨 황이 눈독 들이는 'K-피지컬AI 특별법' 발의…생태계 지원 속도 낼까 [주목, 이 주의 법안]",젠슨 황이 눈독 들이는 k 피지컬ai 특별법 발의 생태계 지원 속도 낼까 주목 이 주의 법안,네이트,네이트,"Sun, 07 Jun 2026 05:02:00 GMT","젠슨 황이 눈독 들이는 'K-피지컬AI 특별법' 발의…생태계 지원 속도 낼까 [주목, 이 주의 법안] 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE96cWtxanlXazRiR2F3MHlicFV0V1VOZ2I1OUJnTXQzOGliZU5TTmtxX01abFJyVmRDNVdyOGI0WTNxYlRmOHlOODNMZ1ZJWWZRb3BpQmJMMGVOT3QxT0tFbw?oc=5,google_rss_과학기술정보통신부 규제 when:1d,65.0,39.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,,,,,,,,general,65.0,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,K-피지컬AI 특별법,K-피지컬AI 특별법 발의,"AI 하드웨어 및 인프라 지원 정책은 카카오의 AI 기술 개발 및 서비스 확장에 긍정적인 영향을 줄 수 있으며, 관련 생태계 조성에 기여할 수 있음.",1,1,1,,,AI 하드웨어 및 인프라 지원 정책은 카카오의 AI 사업 확장 및 기술 개발에 직접적인 영향을 미칠 수 있는 중요한 이슈임.,gemini,,GOV_AI_CORE_POLICY,,other,"AI 하드웨어 및 인프라 지원 관련 정책 수립에 대한 시사점을 제공하며, 정부와의 협력 기회를 모색할 수 있음.","AI 하드웨어 및 인프라 생태계 지원 강화는 국내 AI 경쟁력 제고에 기여하며, 경쟁사들과의 기술 경쟁 및 협력 구도에 영향을 줄 수 있음.",K-피지컬AI 특별법 발의,K-피지컬AI 특별법
12,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,[카카오 ‘부활’②] 실체 없는 '코인 베팅'에 올인한 카카오페이의 딜레마,카카오 부활 실체 없는 코인 베팅 에 올인한 카카오페이의 딜레마,비즈트리뷴,비즈트리뷴,"Sun, 07 Jun 2026 23:25:00 GMT",[카카오 ‘부활’②] 실체 없는 '코인 베팅'에 올인한 카카오페이의 딜레마 비즈트리뷴,https://news.google.com/rss/articles/CBMicEFVX3lxTFB5Z0FEMU5ySVg2ZTZKZTdubEpJTW5QNF9RVUhNNm12T0FMaEdPS2ZDUHFReF9JdlNMNzFQVl9zenAteFBncHoxTHo4TFpfVFBSNHpnaURRTngtU1FIdHRKTWUzcVZkaEdHWTZIVWVtMU8?oc=5,google_rss_카카오 when:1d,65.0,34.0,digital_asset_stablecoin,digital_asset_stablecoin,"카카오,카카오페이",,,,,,,general,65.0,digital_asset_stablecoin,self:digital_asset,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,카카오페이 코인 베팅,카카오페이의 '코인 베팅' 딜레마,"카카오페이의 사업 전략 및 위험 관리에 대한 내부 논의와 개선 필요성을 제기하며, 향후 유사한 투자 결정에 대한 참고 자료가 될 수 있음.",1,2,1,,,카카오페이의 암호화폐 사업 추진과 관련된 이슈는 카카오 그룹의 금융 사업 전략 및 위험 관리에 대한 시사점을 제공하므로 참고할 가치가 있음.,gemini,FILLER_REFERENCE,,,other,디지털 자산 및 암호화폐 관련 규제 동향과 카카오페이의 대응 방안 마련에 참고될 수 있음.,카카오페이의 암호화폐 관련 사업 전략 및 위험 관리에 대한 내부 동향을 파악하여 경쟁사와의 비교 분석에 활용할 수 있음.,카카오페이의 '코인 베팅' 딜레마,카카오페이 코인 베팅
2274,정부/국회,정부_국회,가상자산사업자,"코인원, 보이스피싱 피해 예방 공로 인정…경찰청장 감사장",코인원 보이스피싱 피해 예방 공로 인정 경찰청장 감사장,전자신문,전자신문,"Mon, 08 Jun 2026 01:28:46 GMT","코인원, 보이스피싱 피해 예방 공로 인정…경찰청장 감사장 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTFBFUE5vVmszMG1Xa290aWp3WVJsaWxibGpJRnU0RGpZN196cmduMGFicUpzWVJXdVVmaVplX2FTcnZGUUdoODVOazFKa3pvQQ?oc=5,google_rss_가상자산사업자 when:1d,65.0,23.0,"digital_asset_stablecoin,legal_regulatory_enforcement,phishing_security,privacy_security_reliability",security_phishing_malware,,,,,,,,general,65.0,"legal_regulatory_enforcement,privacy_security_reliability,digital_asset_stablecoin",government:regulatory_enforcement,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,코인원 감사장,"코인원, 보이스피싱 피해 예방 공로 인정",카카오와 무관한 가상자산 사업자의 공로 인정 건이므로 영향 없음.,4,5,4,,Y,"가상자산 사업자의 공로 인정 건으로, 카카오의 사업이나 정책에 직접적인 관련성이 낮음. / v23_category_reassign:government_without_policy_basis",gemini,,GOV_REGULATORY_ENFORCEMENT,,other,카카오 정책 환경에 직접적인 영향을 주지 않음.,카카오의 사업 및 경쟁 환경과 무관함.,"코인원, 보이스피싱 피해 예방 공로 인정",코인원 감사장
659,정부/국회,정부_국회,금융감독원,"금감원, `사기예방 백과사전` 오디오북 형태로 무료 배포…전국 시각장애인 도서관 13곳 기증",금감원 사기예방 백과사전 오디오북 형태로 무료 배포 전국 시각장애인 도서관 13곳 기증,매일신문,매일신문,"Mon, 08 Jun 2026 01:32:06 GMT","금감원, `사기예방 백과사전` 오디오북 형태로 무료 배포…전국 시각장애인 도서관 13곳 기증 매일신문",https://news.google.com/rss/articles/CBMiYkFVX3lxTE9HWFI2TkRMVDlLZGJ2WUplM0RWWDgyVjN2ekY3SzE2VnZBMjg4OEsxNG1PX05QMWRXdDlyMVRoS2ZxTUhTZElLNnQxY2NINzRZM21VV1lUZUlod0w0TG5BcjNB?oc=5,google_rss_금융감독원 when:1d,64.5,37.5,privacy_security_reliability,privacy_security_reliability,금감원,,,,,,,general,64.5,privacy_security_reliability,government:tech_security_policy,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,금감원 오디오북 배포,"금감원, 사기예방 백과사전 오디오북 배포",카카오와 무관한 금융감독원의 일반 대중 대상 홍보 활동이므로 영향 없음.,2,2,1,,Y,"금융감독원의 홍보성 캠페인으로, 카카오의 사업이나 정책에 직접적인 관련성이 낮음. / v23_category_reassign:government_without_policy_basis",gemini,,GOV_GENERAL_LOW_RELEVANCE,,other,카카오 정책 환경에 직접적인 영향을 주지 않음.,카카오의 사업 및 경쟁 환경과 무관함.,"금감원, 사기예방 백과사전 오디오북 배포",금감원 오디오북 배포
