id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유
2633,경쟁사/해외이슈,경쟁사_해외이슈,구글,美 '미토스5' 빗장 걸자 노 젓는 구글…韓 AI 보안 플랫폼 시장 '정조준'(종합),미토스5 빗장 걸자 노 젓는 구글 ai 보안 플랫폼 시장 정조준,네이트,네이트,"Wed, 17 Jun 2026 05:08:00 GMT",美 '미토스5' 빗장 걸자 노 젓는 구글…韓 AI 보안 플랫폼 시장 '정조준'(종합) 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE53SU9PYWM3NzFNYllxa2pJUUJrUzFTbkJaSVBxcENMRkhpcDFLZXdLRlFaVEVnU3U5aHRlMjF3TzJCTTRYdXRrclRpQWZ2cHl0WHlr?oc=5,google_rss_구글 AI when:2d,204.75,34.5,"ai_infrastructure_security,market_power_platform,phishing_security,privacy_security_reliability",security_general,"구글,앤트로픽,토스",,,,,,,general,29.0,published_today+exclusive_breaking,direct_risk,global_incident:platform_regulation:toss:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,toss,204.75,"privacy_security_reliability,market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:toss:platform_regulation:general,global_incident:platform_regulation:toss:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:platform_regulation:toss:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:toss:platform_regulation,comp_domestic_ai_platform,,,
1914,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버 광고도 '자격증 시대'…전문가 인증 프로그램 신설,네이버 광고도 자격증 시대 전문가 인증 프로그램 신설,연합뉴스,연합뉴스,"Wed, 17 Jun 2026 01:31:52 GMT",네이버 광고도 '자격증 시대'…전문가 인증 프로그램 신설 연합뉴스,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1DcTJDWGMwaFRaWUR1TDJmOWFfRzF1M3p0R2I0d04xcjU3TjdPNE9ob2VOenNwT3ZaQ3lvbVdNNVJ6a1lueGR1OHF0X3JvSGMzTV9IOXJKU3I4Nm1JNVZsdNIBYEFVX3lxTE1DcTJDWGMwaFRaWUR1TDJmOWFfRzF1M3p0R2I0d04xcjU3TjdPNE9ob2VOenNwT3ZaQ3lvbVdNNVJ6a1lueGR1OHF0X3JvSGMzTV9IOXJKU3I4Nm1JNVZsdA?oc=5,google_rss_네이버 when:2d,204.5,9.5,search_ads,,네이버,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,204.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버 광고도 자격증 시대 전문가 인증 프로그램 신설,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버 광고도 자격증 시대 전문가 인증 프로그램 신설,comp_domestic_finance_commerce,,,
2547,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글, 보안 운영 플랫폼 한국 출시…""제미나이로 SOC 자동화""",구글 보안 운영 플랫폼 한국 출시 제미나이로 soc 자동화,지디넷코리아,지디넷코리아,"Wed, 17 Jun 2026 05:34:24 GMT","구글, 보안 운영 플랫폼 한국 출시…""제미나이로 SOC 자동화"" 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE1ZRWpwTExPeS1vdjZDQXNBc1lXQzVtbG5lcWdYQkpJLV9lX2tCV2FrdjhiYktLVGIxMEhNeDZTWHVLemxTU25mLVdETFVkRVVEZ25CQUlB?oc=5,google_rss_구글 when:2d,203.5,30.5,"ai_agent,market_power_platform,phishing_security,privacy_security_reliability",security_general,구글,,,,,,,general,24.0,published_today,direct_risk,global_incident:platform_regulation:google:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,203.5,"privacy_security_reliability,market_power_platform",competitor:regulatory_enforcement,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:platform_regulation:google:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:google:platform_regulation,comp_overseas_platform_ai,,,
3186,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"앤트로픽 '미토스 수출통제' 美정부와 면담…""AI 안전조치 설명""",앤트로픽 미토스 수출통제 정부와 면담 ai 안전조치 설명,뉴스1,뉴스1,"Tue, 16 Jun 2026 07:19:51 GMT","앤트로픽 '미토스 수출통제' 美정부와 면담…""AI 안전조치 설명"" 뉴스1",https://news.google.com/rss/articles/CBMiXkFVX3lxTE5TM2YxUzdPVWhLZjZhdDNNbzJJdFVLQ3NWQWdQWVlnQzNWbVhGNDhHN0VZWkJPUFlndmRWbFhzVEdiVUJjazBmMTBoSlVfeFkwSVpOd1dxR0I1RTVNRVE?oc=5,"google_rss_""트럼프 행정부"" when:2d",203.5,11.0,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,토스",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:toss:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,toss,203.5,ai_infrastructure_security,government:tech_security_policy,global_incident:ai_security_policy:toss:anthropic_glasswing_security:general,global_incident:ai_security_policy:toss:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,global_incident:ai_security_policy:toss:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:toss:anthropic_glasswing_security,comp_domestic_public_infra,,,
1918,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 광고 파트너사 전문성 높인다…전문가 인증 프로그램 도입",네이버 광고 파트너사 전문성 높인다 전문가 인증 프로그램 도입,전자신문,전자신문,"Wed, 17 Jun 2026 05:28:02 GMT","네이버, 광고 파트너사 전문성 높인다…전문가 인증 프로그램 도입 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1tMllzVTYxdVNfTkdpTzFhd1NfejRkdGFrZzl6cUJ3a2U0c3E1OFBvaEUxdDhUM082NHRlRDdwYThNVmI5NEVCeUtPb0R0UQ?oc=5,google_rss_네이버 when:2d,203.5,9.5,search_ads,,네이버,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,203.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버 광고 파트너사 전문성 높인다 전문가 인증 프로그램 도입,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버 광고 파트너사 전문성 높인다 전문가 인증 프로그램 도입,comp_domestic_finance_commerce,,,
2604,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글, 앨라배마 데이터센터 확장에 15억 달러 투자 발표",구글 앨라배마 데이터센터 확장에 15억 달러 투자 발표,Investing.com 한국어,Investing.com 한국어,"Tue, 16 Jun 2026 14:42:00 GMT","구글, 앨라배마 데이터센터 확장에 15억 달러 투자 발표 Investing.com 한국어",https://news.google.com/rss/articles/CBMicEFVX3lxTFBTYmdmaXJOZlFzVkJmd0RoNHRsZWFSZ3F3VXVkeGw1WmFFZ3pOdEFhMUdPUG9NTlV3dHI0Wk01c21wY2kzQUR3a0tPR05LeGFfWFV3M0FZOF9rMFNVdnZnWVJIM1hRaXhWaEFLWEl5Rks?oc=5,google_rss_구글 when:2d,203.0,16.5,ai_infrastructure_security,ai_infrastructure_security,구글,,,,,,,general,14.0,published_yesterday,general,event:구글:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,203.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:구글 앨라배마 데이터센터 확장에 15억 달러 투자 발표,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:구글 앨라배마 데이터센터 확장에 15억 달러 투자 발표,comp_overseas_regulation_data,,,
1920,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 광고 파트너사 대상 '전문가 인증제' 도입",네이버 광고 파트너사 대상 전문가 인증제 도입,서울경제TV,서울경제TV,"Wed, 17 Jun 2026 01:25:52 GMT","네이버, 광고 파트너사 대상 '전문가 인증제' 도입 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1QMkwzcVphSlFfQkd1azVQUVhOSzRRQnY1TjBCTVYtaFE2eFBQV3U1RDFUTnVSbjV2Y3MzajVUTlpqaWNLX21YaHpQU0oydmk0RUZzQVhLZzdSa2U1cnBJTDlGY2U?oc=5,google_rss_네이버 when:2d,202.5,9.5,search_ads,,네이버,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,202.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버 광고 파트너사 대상 전문가 인증제 도입,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버 광고 파트너사 대상 전문가 인증제 도입,comp_domestic_finance_commerce,,,
2735,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,스페이스X 이어 앤트로픽·오픈AI도 '언감생심',스페이스x 이어 앤트로픽 오픈ai도 언감생심,한스경제,한스경제,"Tue, 16 Jun 2026 08:17:10 GMT",스페이스X 이어 앤트로픽·오픈AI도 '언감생심' 한스경제,https://news.google.com/rss/articles/CBMia0FVX3lxTE50b0dMbVBGSUxYUmQtbXZfLVpLS2hCT3dqNW5vS01sMGRBQVkwc3ZfN2lsQlVSRDRnZU9QR2QzYnlJRzIyVDFLNGxTYXpZNzdZT1ZxbGhJS1g5M3N1eXBpXzFyQW1MVVJiUldn0gFvQVVfeXFMTWVCT1BROEQxT2VmNkZ6b1hxbWxfVjlFNF95QVhBWUVxTkI1VDlSMXpYMHhtaENwdnBzVTNranIzM191TU9ybjg2RzFhTWxqa3dtUHQzTWlXTGgwYS1IcUs4RjJyLXpTU2twNzU4Sm5v?oc=5,google_rss_오픈AI AI when:2d,202.0,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,202.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,
2628,경쟁사/해외이슈,경쟁사_해외이슈,구글,"경기도경제과학진흥원, 구글·엔비디아·AWS 기반 AI 인재 60명 양성",경기도경제과학진흥원 구글 엔비디아 aws 기반 ai 인재 60명 양성,메트로신문,메트로신문,"Tue, 16 Jun 2026 07:18:24 GMT","경기도경제과학진흥원, 구글·엔비디아·AWS 기반 AI 인재 60명 양성 메트로신문",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1wQzd2NFhVM1c0TVdtWlUyeGJVRjl1cDZFajZrWE9SVE54N0s4SWk1S2ZnZjUzQWR0Z01qRmxQdlVKdS14UW1PNVhyN2ZyWm9qZktrZFJjMzFCLTV6bExxVA?oc=5,google_rss_구글 when:2d,202.0,13.5,ai_infrastructure_security,ai_infrastructure_security,구글,,,,,,,general,14.0,published_yesterday,business_change,event:구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,202.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:경기도경제과학진흥원 구글 엔비디아 aws 기반 ai 인재 60명 양성,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:경기도경제과학진흥원 구글 엔비디아 aws 기반 ai 인재 60명 양성,comp_overseas_platform_ai,,,
2689,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"소프트뱅크, 日서 오픈AI 기반 사이버 보안 서비스 출시… 美 규제 속 '기술 독립' 가속",소프트뱅크 서 오픈ai 기반 사이버 보안 서비스 출시 규제 속 기술 독립 가속,글로벌이코노믹,글로벌이코노믹,"Tue, 16 Jun 2026 22:01:41 GMT","소프트뱅크, 日서 오픈AI 기반 사이버 보안 서비스 출시… 美 규제 속 '기술 독립' 가속 글로벌이코노믹",https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMUp3eGpLVlBReDNZQ2VQci12MEZSR01JWkNiOG5RWWgySS1PeWlPVGF1VUNKdGhnRGxmOXJzNFYzWjNPZF9EcXV5MXJQVHI4LXIyeHhsUjdRU3UxdE5TNjRTSklUZ1ZWbzlMQWVDSDF1dnNkQlBmMnhJVk02Wkdvc0RaM0YtOWxD?oc=5,google_rss_오픈AI when:2d,201.5,34.5,"ai_infrastructure_security,phishing_security,policy_legislation,privacy_security_reliability",security_general,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,201.5,"privacy_security_reliability,policy_legislation,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
1937,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 광고 전문가 인증제 도입…""광고 맡길 전문가 가린다""",네이버 광고 전문가 인증제 도입 광고 맡길 전문가 가린다,뉴시스,뉴시스,"Wed, 17 Jun 2026 05:21:09 GMT","네이버, 광고 전문가 인증제 도입…""광고 맡길 전문가 가린다"" 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1yU3E3a1JYSmh1RFAtdC1NLUdTeFp6RFM2ZE9YTTg4emJsRk5nZXVvTno2RW5yV1prYXRxQ2IyN1U5a05tSzdncDRvMGJreGZfcmNWRm1YTXpZcV9BdFBHWtIBeEFVX3lxTE9WUkNhX3NSZnFzU2h1LWkzaWt1VlpxYlN4VlpsaVVMSFRUWG90YWdqZzdHUVo2c3VyMV9nRUVTbEVMNFJYUG9wUkJ5RXJLLTgwdEIwaHpQR1NRWjFveHNsWlNzV1JDTS1XSlBIMkZmYXRKbzVWR1pmMQ?oc=5,google_rss_네이버 when:2d,201.5,9.5,search_ads,,네이버,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,201.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버 광고 전문가 인증제 도입 광고 맡길 전문가 가린다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버 광고 전문가 인증제 도입 광고 맡길 전문가 가린다,comp_domestic_finance_commerce,,,
1939,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 광고 전문가 인증 프로그램 도입…전문성으로 성과도 높인다",네이버 광고 전문가 인증 프로그램 도입 전문성으로 성과도 높인다,뉴스1,뉴스1,"Wed, 17 Jun 2026 00:31:42 GMT","네이버, 광고 전문가 인증 프로그램 도입…전문성으로 성과도 높인다 뉴스1",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9xZTJWYmJzTVFyX1EyaXFjdjZ0a3FiQnIxV2c2MTRocldGUmtCblM0SGVDNXRNdWY0UnZQeXkyT3FOQVdJbHpkY3RoZ3ZJam9rRDhtRjVMTEdYQ0tTZGJqamh5RjVBelRu?oc=5,google_rss_네이버 when:2d,201.5,9.5,search_ads,,네이버,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,201.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버 광고 전문가 인증 프로그램 도입 전문성으로 성과도 높인다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버 광고 전문가 인증 프로그램 도입 전문성으로 성과도 높인다,comp_domestic_finance_commerce,,,
2736,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI '51조' 쏟아붓고도 적자 늪,오픈ai 51조 쏟아붓고도 적자 늪,세이프머니,세이프머니,"Tue, 16 Jun 2026 11:18:16 GMT",오픈AI '51조' 쏟아붓고도 적자 늪 세이프머니,https://news.google.com/rss/articles/CBMibkFVX3lxTE4tV1FXSjNIQ3owY01panhWNlZKNmZVa3ZzblAwMmJOX3FCRG5YS01ycTNITUNfMV80dWR2UDlzTlppTU5aUVlrZjJQS3pJcFlzUW1uMU5nYVJHX0xleE1IdFNxbDBZaWtPSFBMNFB3?oc=5,google_rss_오픈AI AI when:2d,201.0,41.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,201.0,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2763,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"""오픈AI, 지난해 지출 51조원…매출의 2.6배""",오픈ai 지난해 지출 51조원 매출의 2 6배,매일경제 마켓,매일경제 마켓,"Tue, 16 Jun 2026 07:01:14 GMT","""오픈AI, 지난해 지출 51조원…매출의 2.6배"" 매일경제 마켓",https://news.google.com/rss/articles/CBMiUkFVX3lxTFBWbGJiTHJORk1zVkd4dFFBSzFiNERNQnpiMFluSHN4cDhIeVY1X1ZpaktMRE5NbzBtejMyb29kNVNVR2NZcUJOQ3dFMVJYTVhGNlE?oc=5,google_rss_오픈AI site:mk.co.kr when:2d,201.0,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,201.0,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2715,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"“오픈AI, 지난해 지출 51조 원…매출의 2.6배”",오픈ai 지난해 지출 51조 원 매출의 2 6배,KBS 뉴스,KBS 뉴스,"Tue, 16 Jun 2026 07:20:00 GMT","“오픈AI, 지난해 지출 51조 원…매출의 2.6배” KBS 뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE4zMGEyNjNVdjJ0ODFjMThvSDFFYjZYX0ZWUzZZNkI0TlU0UGgwTUZQdzBIYmNXa044RXlvR3FudXVZbmVzU2c5aUJTU0FZNUJnMWJIcVpPT2hVWUk?oc=5,google_rss_오픈AI when:2d,200.0,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,200.0,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
2738,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"""오픈AI, 지난해 지출 51조원…매출의 2.6배""",오픈ai 지난해 지출 51조원 매출의 2 6배,biz.sbs.co.kr.,biz.sbs.co.kr.,"Tue, 16 Jun 2026 07:09:00 GMT","""오픈AI, 지난해 지출 51조원…매출의 2.6배"" biz.sbs.co.kr.",https://news.google.com/rss/articles/CBMiWEFVX3lxTE9NZUpsMFZHYUdVbzdtZXEyaWxxYmZXMUxNclhhRGJ3dE51S1I0WURnblZSU0I0RU9UWHYxQlRBYmQ3NVZoVllJVnQ1cjU5TG9ZUzcyUWViNU8?oc=5,google_rss_오픈AI AI when:2d,200.0,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,200.0,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
