id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,랭킹원점수,편집신호,스토리버킷,강제검토,강제검토사유
28,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,성과급과 고용 안정 요구하며 투쟁에 나선 카카오 노동자들,성과급과 고용 안정 요구하며 투쟁에 나선 카카오 노동자들,노동자 연대,노동자 연대,"Tue, 02 Jun 2026 11:06:58 GMT",성과급과 고용 안정 요구하며 투쟁에 나선 카카오 노동자들 노동자 연대,https://news.google.com/rss/articles/CBMiREFVX3lxTE1qZjZ0MGlwN0VoTks5eERuUW85b3d5eU00RmpyZ3FqRmZ4aXhDNFY0a2oxbWEzQWVWc0JwYkxrb3BvcGZ2?oc=5,google_rss_카카오 when:1d,77.62,86.5,"labor_dispute,labor_negotiation",labor_pay_dispute,카카오,below_absolute_quality_floor,25.0,labor_negotiation,self:labor_compensation,Y,must_review:self_strict:labor_compensation:labor_negotiation
59,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,국민 플랫폼 쏠림 뚜렷..검색은 네이버·메신저는 카톡·AI는 챗GPT,국민 플랫폼 쏠림 뚜렷 검색은 네이버 메신저는 카톡 ai는 챗gpt,한국정경신문,한국정경신문,"Wed, 03 Jun 2026 04:41:28 GMT",국민 플랫폼 쏠림 뚜렷..검색은 네이버·메신저는 카톡·AI는 챗GPT 한국정경신문,https://news.google.com/rss/articles/CBMiUkFVX3lxTFB4alkya3BlbkIzQUZBMklydm1qM1pqN3YxVERSRjROdEJTVXkxS1NyYm5BcEJ2a3MyUjVvRmswalRoLTFfVnNIUDAydGJlWFNUc3c?oc=5,google_rss_카카오 AI when:1d,31.5,44.5,"ai_infrastructure_security,market_power_platform,search_ads",ai_infrastructure_security,"네이버,오픈AI,카카오,카카오서비스,카카오톡",below_absolute_quality_floor,31.5,"market_power_platform,ai_infrastructure_security",self:ai_strategy,,
69,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,한국인이 많이 쓰는 플랫폼...챗GPT·네이버·카톡,한국인이 많이 쓰는 플랫폼 챗gpt 네이버 카톡,서울경제,서울경제,"Wed, 03 Jun 2026 08:12:30 GMT",한국인이 많이 쓰는 플랫폼...챗GPT·네이버·카톡 서울경제,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5KR2wzUnVsdTZFTXM5bEZRaWV2eEVCeTJmUnlpcDgwQk9SYlg1bnZoS21Yem9wTHBicUtUNXQ3OWR5cDQtTlg0dlVTdFMxZlR3X1HSAVNBVV95cUxQanNEVThUUlpBX3JWUGZjWFhMZ1A3cWQxUU5aQ0J1dHF2Yl9fVEhqRGxlSmlCbGM2V0cxZmJnUXJZd0o1TWhyaHlPUEgzaWRZVkdlZw?oc=5,google_rss_카카오톡 AI when:1d,30.5,41.5,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,"네이버,오픈AI,카카오,카카오서비스,카카오톡",below_absolute_quality_floor,30.5,"market_power_platform,ai_infrastructure_security",self:ai_strategy,,
54,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,한국인 가장 많이 쓴 AI는 챗GPT…검색은 네이버·메신저는 카톡,한국인 가장 많이 쓴 ai는 챗gpt 검색은 네이버 메신저는 카톡,연합뉴스TV,연합뉴스TV,"Wed, 03 Jun 2026 04:35:01 GMT",한국인 가장 많이 쓴 AI는 챗GPT…검색은 네이버·메신저는 카톡 연합뉴스TV,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE84UFUtYUZHbHBVdkRKb0JpdmtodGJ1aHlJYzhiNDNqV19sem9WOXJOdlpNcjJndXlhT0lTWTlPLU5zTkRzbzlwdEJ0ekZCM1BPcF96Yzd5MTNzYTk3YUpjRzNsWmhzNVU?oc=5,"google_rss_""카카오"" when:1d",28.5,37.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"네이버,오픈AI,카카오,카카오서비스,카카오톡",below_absolute_quality_floor,28.5,ai_infrastructure_security,self:ai_strategy,,
3,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,'카톡 채팅창에서 챗GPT 쓴다'…카카오톡 '슈퍼앱' 전략 본격화,카톡 채팅창에서 챗gpt 쓴다 카카오톡 슈퍼앱 전략 본격화,한국경제,한국경제,"Wed, 03 Jun 2026 06:22:06 GMT",'카톡 채팅창에서 챗GPT 쓴다'…카카오톡 '슈퍼앱' 전략 본격화 한국경제,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9SV3hheUJicTBJeFdRR3NSRGhZa2otTnRTOEJQbk95TkJfR2V1STJXNm1mLWgzZXdhNk82ZHVNUGxjc2pHbVpScTlsN1lyWjQxbi1zYdIBVEFVX3lxTE9SV3hheUJicTBJeFdRR3NSRGhZa2otTnRTOEJQbk95TkJfR2V1STJXNm1mLWgzZXdhNk82ZHVNUGxjc2pHbVpScTlsN1lyWjQxbi1zYQ?oc=5,google_rss_카카오 when:1d,28.0,39.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,"오픈AI,카카오,카카오서비스,카카오톡",below_absolute_quality_floor,28.0,"policy_legislation,ai_infrastructure_security",self:ai_strategy,,
7,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"장영근 카카오페이손보 대표, 상품 다변화 통해 역대 최대 매출 달성 [2026 1분기 금융사 실적]",장영근 카카오페이손보 대표 상품 다변화 통해 역대 최대 매출 달성 2026 1분기 금융사 실적,한국금융신문,한국금융신문,"Wed, 03 Jun 2026 02:53:27 GMT","장영근 카카오페이손보 대표, 상품 다변화 통해 역대 최대 매출 달성 [2026 1분기 금융사 실적] 한국금융신문",https://news.google.com/rss/articles/CBMifEFVX3lxTFBianF3aUJEczZxckxwMHVGVzdjeUVCZDVRQ21KYVBRMk1YanV0MHA4OHIwbnBHNFpOamc2b1J0V1ZJR0djbGVFekhZV0hvTnFuRnVjQnp4Q3ZfX3owaUhZVTFxZ3hZakJUbmNPdEdBMFJncHo0MnFSbk9UOFQ?oc=5,google_rss_카카오 when:1d,27.0,53.0,"earnings,financial_performance",financial_performance,"카카오,카카오페이",below_absolute_quality_floor,27.0,financial_performance,self:financial_performance,,
24,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,토스·카카오·네이버까지 참전…원화 스테이블코인 승자는 누구?,토스 카카오 네이버까지 참전 원화 스테이블코인 승자는 누구,네이트,네이트,"Wed, 03 Jun 2026 01:29:00 GMT",토스·카카오·네이버까지 참전…원화 스테이블코인 승자는 누구? 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBMSlcyUmxQZy16OERlTDlEMEozZ3p0YmEyVFY4dmRaaUQtOWNxSGNLT1E5cERWNTBxUXloMHhlSXlISmdkQm94Q0s0elRjNVZNeW1J?oc=5,google_rss_카카오 when:1d,26.0,44.0,"digital_asset_stablecoin,stablecoin",stablecoin_general,"네이버,카카오,토스",below_absolute_quality_floor,26.0,digital_asset_stablecoin,self:digital_asset,,
19,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"한국인 가장 많이 쓴 AI는 챗GPT…검색은 네이버, 메신저는 카카오톡 1위",한국인 가장 많이 쓴 ai는 챗gpt 검색은 네이버 메신저는 카카오톡 1위,SBS 뉴스,SBS 뉴스,"Wed, 03 Jun 2026 04:23:00 GMT","한국인 가장 많이 쓴 AI는 챗GPT…검색은 네이버, 메신저는 카카오톡 1위 SBS 뉴스",https://news.google.com/rss/articles/CBMihwFBVV95cUxPZDd2QVhlcWREM0lhTmtKSnhnZUxBaHRUMV9QOUZEMjZqZkI3TFZRSDdzM2xhdERkMkpMOGZMdVZHdlllbXhsZjVRd3NsRzNKbWNQS21CWXZwRTRpck02eDRtS2E0dHZ3Q1ZyX0xONnJrZldMZmhhNTEyS24wOEFZaHpoQmhVdXM?oc=5,google_rss_카카오 when:1d,23.5,37.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"네이버,오픈AI,카카오,카카오서비스,카카오톡",below_absolute_quality_floor,23.5,ai_infrastructure_security,self:ai_strategy,,
56,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,한국인 생성형 AI 1위는 챗GPT…검색은 네이버·메신저는 카카오톡,한국인 생성형 ai 1위는 챗gpt 검색은 네이버 메신저는 카카오톡,아시아경제,아시아경제,"Wed, 03 Jun 2026 03:27:44 GMT",한국인 생성형 AI 1위는 챗GPT…검색은 네이버·메신저는 카카오톡 아시아경제,https://news.google.com/rss/articles/CBMiZEFVX3lxTE4zNVpiLVowS2NWSmFGMzRMdUVPYlFTVG9HRTEzcm5hU2xXUlVhZ2ZvUkNwTE5abWdJeW5BT21ERVdXR2hsUVpLaDAwYVdQT0xPcDJmNXE4cmV5WGo0THpsUWpJc08?oc=5,"google_rss_""카카오"" when:1d",22.5,37.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"네이버,오픈AI,카카오,카카오서비스,카카오톡",below_absolute_quality_floor,22.5,ai_infrastructure_security,self:ai_strategy,,
6,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,생성형AI 이용자 10명중 7명은 챗GPT… 검색은 네이버·메신저는 카카오톡,생성형ai 이용자 10명중 7명은 챗gpt 검색은 네이버 메신저는 카카오톡,IT조선,IT조선,"Wed, 03 Jun 2026 06:35:33 GMT",생성형AI 이용자 10명중 7명은 챗GPT… 검색은 네이버·메신저는 카카오톡 IT조선,https://news.google.com/rss/articles/CBMidEFVX3lxTE1wWE5FbmFSS3ZXWDEwNWdOb2l3cVp0X3RFN1hMVHdiVTA2XzBISU1lS092azRvLWhfSktlOTI1Qm9qSm5FQm13UWctRG1jbHA3VTZwa3ZONWx3ZFVwTENtVTJCYlFkV0RUWmRQLU9QNlUwRE5T0gF0QVVfeXFMTXBYTkVuYVJLdldYMTA1Z05vaXdxWnRfdEU3WExUd2JVMDZfMEhJTWVLT3ZrNG8taF9KS2U5MjVCb2pKbkVCbXdRZy1EbWNscDdVNnBrdk41bHdkVXBMQ21VMkJiUWRXRFRaZFAtT1A2VTBETlM?oc=5,google_rss_카카오 when:1d,21.5,37.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"네이버,오픈AI,카카오,카카오서비스,카카오톡",below_absolute_quality_floor,21.5,ai_infrastructure_security,self:ai_strategy,,
17,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,한국인 가장 많이 쓴 AI는 챗GPT…검색은 네이버·메신저는 카톡,한국인 가장 많이 쓴 ai는 챗gpt 검색은 네이버 메신저는 카톡,v.daum.net,v.daum.net,"Wed, 03 Jun 2026 04:36:52 GMT",한국인 가장 많이 쓴 AI는 챗GPT…검색은 네이버·메신저는 카톡 v.daum.net,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBkQ1VnT19sMGEtcWctSWJmVEJ3dFZBQTJzQXQ3QXJBQUlBZjdiLVYwYTVMVjd3cUJHWGo1N0tvanREdUpGb2dYdHE0cjNQa3BKMkZhTw?oc=5,google_rss_카카오 when:1d,21.5,37.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"네이버,오픈AI,카카오,카카오서비스,카카오톡",below_absolute_quality_floor,21.5,ai_infrastructure_security,self:ai_strategy,,
48,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 0.35% 하락 마감, 외국인·기관 수급 엇갈림…거래량 변화 (035720, 카카오, 주가, 외국인, 기관, 2026년 6월 2일 화요일)",카카오 0 35 하락 마감 외국인 기관 수급 엇갈림 거래량 변화 035720 카카오 주가 외국인 기관 2026년 6월 2일 화요일,민심뉴스,민심뉴스,"Wed, 03 Jun 2026 07:50:44 GMT","카카오 0.35% 하락 마감, 외국인·기관 수급 엇갈림…거래량 변화 (035720, 카카오, 주가, 외국인, 기관, 2026년 6월 2일 화요일) 민심뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTFA3dlgtLUF0Q1R3ZlUzSlNWbzRPOGJxWlVtU0s0d2xkMnR3UFhtMUJTSndhY3lVY2l4bWVObks4WXVZX2JZRWN5Y1BNWGswT3lfX3NEc19OeDJmdUVTaGlQTTFrbkFzSnpxbzV3WQ?oc=5,google_rss_카카오 when:1d,10.5,29.5,financial_performance,financial_performance,카카오,below_absolute_quality_floor,10.5,financial_performance,self:financial_performance,,
61,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"“카톡은 못 떠나고, 쇼핑앱은 갈아탄다”…500조 플랫폼 시장 흔드는 이용자들의 속마음",카톡은 못 떠나고 쇼핑앱은 갈아탄다 500조 플랫폼 시장 흔드는 이용자들의 속마음,이데일리,이데일리,"Wed, 03 Jun 2026 07:58:47 GMT","“카톡은 못 떠나고, 쇼핑앱은 갈아탄다”…500조 플랫폼 시장 흔드는 이용자들의 속마음 이데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxNU3pfaV9Dd3R3MllVVVh5N0NMQ3JYcWlPWFZ4QW5wSjZsa0VoZk9oMkxBSDZpN2xTZkQyS252TzQyVG5EUXVsTW1FTkFBSE8zWFcxR2RfeHB1dzllaHY2ODNVOGc1MWFCYkpwbGxjNkV2QTMwU1E3V2EwOUJGblFSSQ?oc=5,google_rss_카카오 개인정보 when:1d,3.5,17.5,market_power_platform,market_power_platform,"카카오,카카오서비스,카카오톡",below_absolute_quality_floor,3.5,market_power_platform,self:general,,
62,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카톡 92%·당근 88%… 디지털 플랫폼 ‘1위 독주’ 굳어졌다,카톡 92 당근 88 디지털 플랫폼 1위 독주 굳어졌다,이데일리,이데일리,"Wed, 03 Jun 2026 03:00:06 GMT",카톡 92%·당근 88%… 디지털 플랫폼 ‘1위 독주’ 굳어졌다 이데일리,https://news.google.com/rss/articles/CBMigAFBVV95cUxNTGNHMjEzNklmbjVGcUhaRmlUcU8zUGdXS2FEbXZwQU1fMWJ1WG9aOE1wTFNxbUlHUUVuaWo4cFVNYVBjQXMzcVF0M1NxN2F1WlY1SGZubWJIcm5fMllKcndQVjlFWkpsLUNHTlNfdC1rdHR3bnNpdTR6bVl3bVlIQQ?oc=5,google_rss_카카오 개인정보 when:1d,1.5,17.5,market_power_platform,market_power_platform,"카카오,카카오서비스,카카오톡",below_absolute_quality_floor,1.5,market_power_platform,self:general,,
63,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"카톡·유튜브·네이버·당근 ‘독주’…한국인, 익숙한 플랫폼 선호 뚜렷",카톡 유튜브 네이버 당근 독주 한국인 익숙한 플랫폼 선호 뚜렷,인더스트리뉴스,인더스트리뉴스,"Wed, 03 Jun 2026 07:46:03 GMT","카톡·유튜브·네이버·당근 ‘독주’…한국인, 익숙한 플랫폼 선호 뚜렷 인더스트리뉴스",https://news.google.com/rss/articles/CBMickFVX3lxTE9yczQ2Z1NPZWR0eTlpRDgzajFjV193bHBVWF9TSU5fcnlfVnBmQkxxdHVKbnhTVTQyV3hHUk5veFNNd2ZJcW83TnRtTDRlZVhnUXhTb3dZdEV1Zm4yUF9IU3ZTX1RRU2dwd3ZzeXZlZW1xQQ?oc=5,google_rss_카카오톡 when:1d,1.0,20.0,market_power_platform,market_power_platform,"네이버,카카오,카카오서비스,카카오톡",below_absolute_quality_floor,1.0,market_power_platform,self:general,,
66,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,한국인이 가장 많이 쓴 플랫폼은…네이버·카톡·배민·쿠팡,한국인이 가장 많이 쓴 플랫폼은 네이버 카톡 배민 쿠팡,네이트,네이트,"Wed, 03 Jun 2026 05:20:00 GMT",한국인이 가장 많이 쓴 플랫폼은…네이버·카톡·배민·쿠팡 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1lNXNpTEhiOTRLNHUzSVdOcVJuZFFWRWZkcEpzbGZPWE9HZlVIcEFZNzNIRFhBdDg3d0g4SzZDZ1FqTzRPNFVady1yREZ3Mmp1c3cw?oc=5,google_rss_카카오톡 when:1d,1.0,20.0,market_power_platform,market_power_platform,"네이버,배달의민족,카카오,카카오서비스,카카오톡,쿠팡",below_absolute_quality_floor,1.0,market_power_platform,self:general,,
