id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유
1887,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"'AI 검색' 띄운 네이버…""구매·예약도 알아서 척척""",ai 검색 띄운 네이버 구매 예약도 알아서 척척,네이트,네이트,"Mon, 13 Jul 2026 07:07:00 GMT","'AI 검색' 띄운 네이버…""구매·예약도 알아서 척척"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFAzWGl4ZHVSRlhydlZ6NGJfODVWWGdkMDFPalo2WEVsOUhfM1RDQ05MbVV2VGJ0cVhYbVRQSGdkSjl6XzNoUmRza1RIak1pNk00X00w?oc=5,google_rss_네이버 AI when:2d,201.0,16.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,201.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:ai 검색 띄운 네이버 구매 예약도 알아서 척척,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:ai 검색 띄운 네이버 구매 예약도 알아서 척척,comp_domestic_ai_platform,,,
1895,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, '밴드'에 광고판 넓히고 AI 입힌다...광고 수익화 기대감 '쑥'",네이버 밴드 에 광고판 넓히고 ai 입힌다 광고 수익화 기대감 쑥,테크M,테크M,"Mon, 13 Jul 2026 05:02:56 GMT","네이버, '밴드'에 광고판 넓히고 AI 입힌다...광고 수익화 기대감 '쑥' 테크M",https://news.google.com/rss/articles/CBMiZkFVX3lxTE5NMmgtcEFfZ0s5NWsyMUJIcVB2aXN6WjJZTFRDUTNDdzZycUs4Qzd0Vm0zcXpRRTB0NzZVOFZHMDk3b2M4QnVPLVk2ZFhwSHJrbzNWOXI1b3hodDVqM2YxQmk3UDc0Z9IBakFVX3lxTE03d0I1aUxnWUlLN045NVA4QTRhOGU4MUxFSHk2eWFjRExhNnF4Y2ozSTZDcXc5YWRiXzNDM1JMRTByVFZ3Z09tLW5IcUp4cGRkYjhYcTRXYzFldlB4dUd5TExJdHNIajI5cVE?oc=5,google_rss_네이버 AI when:2d,201.0,16.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,201.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 밴드 에 광고판 넓히고 ai 입힌다 광고 수익화 기대감 쑥,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 밴드 에 광고판 넓히고 ai 입힌다 광고 수익화 기대감 쑥,comp_domestic_ai_platform,,,
1867,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"AI 검색 경쟁 본격화…네이버 '실행', 다음 '생활형 에이전트'",ai 검색 경쟁 본격화 네이버 실행 다음 생활형 에이전트,딜사이트,딜사이트,"Mon, 13 Jul 2026 02:41:27 GMT","AI 검색 경쟁 본격화…네이버 '실행', 다음 '생활형 에이전트' 딜사이트",https://news.google.com/rss/articles/CBMiT0FVX3lxTE52NTZ6MWNEeF8tckpxcW1acWNob0RFaW5uY3c3WkVSel94NDBBeXJlWDJEM0RRNm9qWEdBckhJR1pvSmttb0dfZXJxVnpqcEk?oc=5,google_rss_네이버 AI when:2d,201.0,16.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,201.0,ai_infrastructure_security,self:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:ai 검색 경쟁 본격화 네이버 실행 다음 생활형 에이전트,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:ai 검색 경쟁 본격화 네이버 실행 다음 생활형 에이전트,comp_domestic_ai_platform,,,
1946,경쟁사/해외이슈,경쟁사_해외이슈,네이버,인텔은 '인텔 비전 2024'에서 네이버와 인공지능 소프트웨어 생태계 구축을 위해 협력하기로 했다. 하정우 네이버클라우드 AI 이노베이센터장(오른쪽)이 인텔 비전 2024 행사에서 발표하고 있다.,인텔은 인텔 비전 2024 에서 네이버와 인공지능 소프트웨어 생태계 구축을 위해 협력하기로 했다 하정우 네이버클라우드 ai 이노베이센터장 오른쪽 이 인텔 비전 2024 행사에서 발표하고 있다,전자신문,전자신문,"Mon, 13 Jul 2026 08:40:01 GMT",인텔은 '인텔 비전 2024'에서 네이버와 인공지능 소프트웨어 생태계 구축을 위해 협력하기로 했다. 하정우 네이버클라우드 AI 이노베이센터장(오른쪽)이 인텔 비전 2024 행사에서 발표하고 있다. 전자신문,https://news.google.com/rss/articles/CBMigAxBVV95cUxPYTJyYUJEY2VIVFgtVW9OZUItS3J3OHBFYmwxWTdRWk9tYWxHWmNKc05GUU1uRmp6dmotbE9HdFdESXQ0R1RvZElHTC1IelI4alpvOEM5R0ZrTzl6eTd2VnRZb0RfWjdpa3BUQVhLTmtwTU1mb2tBbGJHakdCVXlCWDNPZTNEQ3U0T1c2YlpsWVA4UElmMTJDMDVwUnJqbjBVdmJqX2ZQOFBWRVJnRV9zYTc4U2d1Vi1rQnBpVW9oX2ZLR2NjS1VoTzNYRkhiR1dXVFBYbGhiU1lOZ0hSaVA4UHVTSW1tamZpRVZtZDhmTTJfQVFqMzNPME5meHBCRzY3OUNtbUlpa1FITVA2SUJxdjM0am9DTWtHMWFLWTk5SDZnTTczWnRuajdKVURGTnN0UW41RENNU3VqQUVjcnpwb21TNDlfekcxaWhxM0pYVU9VMGtDYlZmazNvcXFlbnhZa0xhandyRTBfUHo2UWFBbVpJdS1TWWE1U2xaRV9wdVliLW5GQnlucHNpamRKMFd4RXJyWVdfcDJ5SFM2STd4UlVCM1phdUY3RHhHQWRQSHVPZ3U4aDYyOVNXdDVWa3BLU2tZaU5UUVU1eWVpVm5IWElPTnpiWE1UQjkwc19iZ3YyVFpIei11X3RtenlIbURxTVAxU2VESUlsNkRUQkJqUjNZMVJIRWNLaUZVWVR1djh1cDFNNGNSY282MWtfUFVFTU5XSTE0MDhhYzV4Y0NMT3VrNzg3QTZwYzBsaDNBUHdXMXA1V3E3V1NUQ2NPNzUtUjQyajNjZUwwTWxrMUxlb0Zmd3EwV2QwUUprSGIwQkNrTXJiQXVlSHpBRWpBODI4bnMtN2xwSmlQQVBzeDJGZmxMVVRPTGtTM2JNcVlsQ0ttdHR3Z041Y1VaX0d5aUdIUVY1U1U4ZGJkbmRPSlJkcEZOaFFPY0ZOZlAwTHNJaFRSdTROdE1Ubm5kYTIxd3lNeV9vakpWLUUwUzF4X3IzOE96Q0czcE5ENzRxR0hYUkh0dFlxNEZ0VXRqVTFITXNEOGVVN2tjcm55VzlmMnJzWERndENQRmJtcGVvSGc1ZWU3ZmhHdDJQVDZuRHNDN2M1R2RsV0JfUGxUZ0c5RVJXTkJBZElTeEp2cWlpaHRJNC1fem9Cd08xclNyUWpzWFc4anlQV01WRVNoalpOVlhQLUVtV3A2emdrMVVZY0hvZjZzX094eVRJWENwWVR5aXpRcUN6VS04R0cwcWxRRlpNWE9wZjhhdVJwa3RLeTVLYkpXck0wMVBMNmxFc2c5S3I0MVV3cHlQdTVpaTAxU1VnU2ZxQWhxSkU1bldFaUxQLV9MQzRoTUtXR2ZmclRTd2hkM2JvTDd3Y0JZNS1MZllxbHJPLWI1SDZEYmhjSjRjbjJxS0NhblhsZHlHd2kyTTVXdy04SXdFUkZhblB1ZkFtUzNQd25PblNxRmRobG5nRHRBQmhNQ2V4enJISV9RczdfZHRsc1R2c1o3Q2xPNnVCMjN2U1ZIY1dTNkkycm04ZktqOUtwY0ZTajU2M1QwYWZRYThDemo1Rnhua3RQOXVEcUJGVXdJYlpJcHNxc0hiWkZPTk1Bb0hGakhBa1dJVzhvVWpZdXNsdklJdWFJRUc3X1lfRTIzYzZvQ2pEenJsRlBqb2dLcTlYdnhoUWdSaklMRUhtTC1oRnhwWGVHSzdLOEE3N05jVUYxOXVzdm81UGtIblo4QkFVaFRwRXE4RkpzM0JtbllBN1YzamYxSnJ0cVFFdEpYcnlnV2ZxMDBIT3lncWxxNUw0cG55QThNbTJTR2xmWHlnN0lIa3l0bm5oTks3Tm1zbjBUU3RlaFpyRTE2dFhlS0hFLVRXVmxKaUZCemhBZkNDV0dkamhaZW1WOUR6QmJPTjhqTWI4amJvcUZ6MXVyTUp1cjYtc3FxbnhfTDAydmwtRWdBVHZwUjQ1TFhoR3B3MjFVZF9UVzNoVkRuQms1Z1RRX29OZkh6NEFQVEF3SHFIay1QYWxpQVNZXzNsWmRkeDM4VzJTZGRCMTk?oc=5,google_rss_네이버 site:etnews.com when:2d,201.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,201.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:인텔은 인텔 비전 2024 에서 네이버와 인공지능 소프트웨어 생태계 구축을 위해 협력하기로 했다 하정우 네이,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:인텔은 인텔 비전 2024 에서 네이버와 인공지능 소프트웨어 생태계 구축을 위해 협력하기로 했다 하정우 네이,comp_domestic_ai_platform,,,
2639,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, 루이지애나 데이터센터 5기가와트 규모로 확장",메타 루이지애나 데이터센터 5기가와트 규모로 확장,Investing.com 한국어,Investing.com 한국어,"Mon, 13 Jul 2026 10:09:00 GMT","메타, 루이지애나 데이터센터 5기가와트 규모로 확장 Investing.com 한국어",https://news.google.com/rss/articles/CBMid0FVX3lxTFA4M3hFbkRqVzVWSDU2Zm9EWkF3R25ZUlh5amtjYUM0d1V0LV81T1kwcHU1R2ptSG03dzdyZ1BxUDJMaU4tb2FYMmhzOEhjdEdJUWlxQjlpcnVkbUVnU0dSWDNlZU1jUU56X1VacGUwQUl1cWtmbkE4?oc=5,google_rss_메타 when:2d,200.5,14.0,ai_infrastructure_security,ai_infrastructure_security,메타,,,,,,,general,14.0,published_yesterday,general,event:메타:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,200.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:메타 루이지애나 데이터센터 5기가와트 규모로 확장,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:메타 루이지애나 데이터센터 5기가와트 규모로 확장,comp_overseas_regulation_data,,,
2543,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI vs 앤트로픽: 장기 AI 패권을 쥘 기업은 어디인가,오픈ai vs 앤트로픽 장기 ai 패권을 쥘 기업은 어디인가,Yellow.com,Yellow.com,"Mon, 13 Jul 2026 08:35:36 GMT",오픈AI vs 앤트로픽: 장기 AI 패권을 쥘 기업은 어디인가 Yellow.com,https://news.google.com/rss/articles/CBMivAJBVV95cUxNcktwaGc2Vk9fa2pITjQxY0M4NER3VVNhWGdtWnJuUXl0N0tBb2I1NUJqMnhUZVJteGxvb1dOZWFzeTM2WVd6RDNFMDY5NTRoLVBzWm1ESEZ0LW1qWVFNc1gzZEoyejRndDJ6UEExYzdtT0FLWllucDVwdDZBYS00elUyR2xLa19Wc2ZWMnkyNDc2ZFROVC1jMHJLOXJVYTJSQzV6RkJDYmExQ1ZvZ1JVUXRhSlcwMnBEdnNFd3YyUFVwV2p5N0FyaGxnbVVXMGh0RF9GbVg4bnlPSHRQM2t6aV9zcDdGUzJRM2xoQkx6YzZCYkRvdS00a1V3UlpGTlQ4akJJQzhPSHdITnM1QjlrT0lvNzdHSUhzMmx0TkVUcHJNRHM2RFh4bUhxaDFPelZndGJ0c2tiWVllRllh?oc=5,google_rss_오픈AI when:2d,200.0,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,200.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,
68,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"네이버는 투자, 카카오는 효율…플랫폼 양강의 다른 승부수",네이버는 투자 카카오는 효율 플랫폼 양강의 다른 승부수,아시아타임즈,아시아타임즈,"Mon, 13 Jul 2026 06:38:00 GMT","네이버는 투자, 카카오는 효율…플랫폼 양강의 다른 승부수 아시아타임즈",https://news.google.com/rss/articles/CBMiXkFVX3lxTE45MWJOSG5qeHA4cERIcGRYdEtVWFZCdk1iM21YdWM1c2dNODVBcTJxVXZVdUpBQ182OHlweDJ2RUplT3hzV3dlTDZLc2k0NjBXVnd5Sng5Y1R1eVVDc3c?oc=5,google_rss_카카오 when:2d,199.8,20.0,market_power_platform,market_power_platform,"네이버,카카오",,,,,,,general,14.0,published_yesterday,general,global_incident:platform_regulation:kakao:platform_regulation,review_scheduled,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,199.8,market_power_platform,self:general,global_incident:platform_regulation:kakao:platform_regulation:general,global_incident:platform_regulation:kakao:platform_regulation,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:platform_regulation:kakao:platform_regulation,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,COMP_DOMESTIC_STRATEGY,domestic,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,global_incident:platform_regulation:kakao:platform_regulation,self_strategic_reference,,,
2481,경쟁사/해외이슈,경쟁사_해외이슈,구글,"英, 금융권 클라우드 리스크 관리 강화…MS·구글·AWS 규제",금융권 클라우드 리스크 관리 강화 ms 구글 aws 규제,알파경제,알파경제,"Sun, 12 Jul 2026 22:37:49 GMT","英, 금융권 클라우드 리스크 관리 강화…MS·구글·AWS 규제 알파경제",https://news.google.com/rss/articles/CBMibkFVX3lxTE9DLVhzQmNaUWtsVDZvZ0tYUDhGbjFjeTRDV0FHRmFUYjhWcXJ1ZjdWMjU1aDM5N0loSkZ0eExMbUU3LWN5RU4xd1JtcE9FNlBsU3BfczlyRWg4bVhEVE9SM1dhSmJTdGZOdV9lVmRn?oc=5,google_rss_구글 규제 when:2d,199.5,53.5,policy_legislation,policy_legislation,구글,,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:google:platform_operator_obligation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,199.5,policy_legislation,competitor:platform_obligation,global_incident:platform_regulation:google:platform_operator_obligation:general,global_incident:platform_regulation:google:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:google:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:google:platform_operator_obligation,comp_overseas_regulation_data,,,
2140,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"“양자보안에도 통화 지연 0.15초 이내”…LGU+, 국제표준 선점 나선다",양자보안에도 통화 지연 0 15초 이내 lgu+ 국제표준 선점 나선다,AP신문,AP신문,"Sun, 12 Jul 2026 23:55:27 GMT","“양자보안에도 통화 지연 0.15초 이내”…LGU+, 국제표준 선점 나선다 AP신문",https://news.google.com/rss/articles/CBMibEFVX3lxTE9NdkFLN1lmbTdGMV9ESEhOYnJEZE41V0pBYTRPUExNNVpkTWszcEdaWDNYN01hZnBRQ0JwRVRHcFQyRlc5OVVMajhBV0Q2QlZzRzE5NHFoWjN4SS1QWXlkN1dCa01HVEswcTl2c9IBbEFVX3lxTE9NdkFLN1lmbTdGMV9ESEhOYnJEZE41V0pBYTRPUExNNVpkTWszcEdaWDNYN01hZnBRQ0JwRVRHcFQyRlc5OVVMajhBV0Q2QlZzRzE5NHFoWjN4SS1QWXlkN1dCa01HVEswcTl2cw?oc=5,google_rss_LGU+ when:2d,199.5,18.0,"phishing_security,privacy_security_reliability",security_general,LGU+,,,,,,,general,14.0,published_yesterday,direct_risk,event:LGU+:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,199.5,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:양자보안에도 통화 지연 0 15초 이내 lgu+ 국제표준 선점 나선다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:양자보안에도 통화 지연 0 15초 이내 lgu+ 국제표준 선점 나선다,comp_domestic_strategy,,,
2139,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"LGU+, 차세대 보안 통신 품질관리 기술 국제표준화 추진",lgu+ 차세대 보안 통신 품질관리 기술 국제표준화 추진,IT비즈뉴스,IT비즈뉴스,"Sun, 12 Jul 2026 22:00:00 GMT","LGU+, 차세대 보안 통신 품질관리 기술 국제표준화 추진 IT비즈뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTFBtc0F4SHFuX0QzZ19BRWt3dHlQMXVGUExHZUkxY012SkhEallsVUlZdTYteVMtTzV5bmQzM1czcUVLUjlBRFktMm0wNzZncmtCdWR3YnAtSFdxU1Vva3FoOTZuYzk4YlpyVGUyeA?oc=5,google_rss_LGU+ when:2d,199.5,18.0,"phishing_security,privacy_security_reliability",security_general,LGU+,,,,,,,general,14.0,published_yesterday,direct_risk,event:LGU+:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,199.5,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:lgu+ 차세대 보안 통신 품질관리 기술 국제표준화 추진,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:lgu+ 차세대 보안 통신 품질관리 기술 국제표준화 추진,comp_domestic_strategy,,,
2581,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"美 스타트업 CEO ""앤트로픽 사태, 내일은 오픈AI 차례일 수도""[찐밸리 이야기]",스타트업 ceo 앤트로픽 사태 내일은 오픈ai 차례일 수도 찐밸리 이야기,네이트,네이트,"Sun, 12 Jul 2026 19:31:00 GMT","美 스타트업 CEO ""앤트로픽 사태, 내일은 오픈AI 차례일 수도""[찐밸리 이야기] 네이트",https://news.google.com/rss/articles/CBMieEFVX3lxTFBYS29KaEZLWjdWVGNkZ2hEbnhEZmVXSkc3Z2EwWGhKN3ZjUmhBVG56Snc5aWNFX2hMVkFHcTRsZDJPb3lkaldSQjBMdndjMlFGMGd1S1NkYnpDNjZ6MVVaVXlnRzlLV2Q4NF9leFkxbjBtVmdJWWpIQg?oc=5,google_rss_오픈AI 규제 when:2d,199.0,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,review_scheduled,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,199.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,
1872,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"팀네이버, 국제 머신러닝 학회서 'AI 풀스택' 기술력 공개",팀네이버 국제 머신러닝 학회서 ai 풀스택 기술력 공개,지디넷코리아,지디넷코리아,"Mon, 13 Jul 2026 04:46:07 GMT","팀네이버, 국제 머신러닝 학회서 'AI 풀스택' 기술력 공개 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5JcWc3dUtzNE03R3hDeTJvak1vdGxWMkx1dW90Qy1ZckFXQTFQd3ZoenFkNlpHOG14ekNldm9HU0IwN3V6Snhlbm9RWUViTWhDQTNUalVB?oc=5,google_rss_네이버 AI when:2d,199.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:팀네이버 국제 머신러닝 학회서 ai 풀스택 기술력 공개,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:팀네이버 국제 머신러닝 학회서 ai 풀스택 기술력 공개,comp_domestic_ai_platform,,,
